"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42","h.43","h.44","h.45","h.46","h.47","h.48","h.49","h.50","h.51","h.52","h.53","h.54","h.55","h.56"
"665",2022-03-02,8.68762387722979,-7.77989308924347,-11.5044613959549,-1.03347787124775,-25.0593848458078,-10.2187572327142,-1.31779037099642,-2.17499190101243,-5.3814307182467,-11.0200554059505,-15.7812167709134,-47.4768322699867,-4.64915916403485,-0.48774866200024,-10.374916880236,-14.9666744434881,-10.0540915789986,-26.0897677292898,-42.1834201316185,-7.53896760038861,5.35732037577892,-29.018086260345,-7.37106668235234,-12.0144949207762,-16.2934615845467,-46.1033998247467,-32.9580207715724,-18.275978449875,-11.7690911559068,-3.75515371111753,-16.2160536841318,-31.8646371414791,-58.3086827024762,-18.4113251915801,-6.00852578221933,-7.20572871020201,-16.900433301206,-15.0994753382529,-22.3945470004616,-50.4287202442667,-21.8874341981939,20.0080245990503,23.2377078037024,-9.66340968776304,-18.6951320122838,-250.871060948395,-7.24570398237337,-2.40910261267437,-11.3382749930914,-16.1908346214595,-24.5664922154581,-24.9794931721895,-19.9491434592752,17.3721119975779,-51.3571623237341,-30.7668623519897
"666",2022-03-03,-11.2327152465334,-13.304945289348,-1.45529123643312,-25.4403936542832,-12.0268211758542,-5.12821387591032,-7.77967870326148,-9.96534121657425,-13.9548210785847,-17.4683718645149,-49.7617135539556,-7.71748459852046,-5.57708866102625,-17.8166493444436,-21.2686240147042,-14.0881205989434,-29.2284838857649,-46.1240875475164,-12.0524408613374,-0.643486877600132,-39.3076467314907,-14.4574946593479,-17.258422477254,-20.3804974307122,-51.908331014713,-40.1880300919218,-27.2541116865088,-22.0368616919218,-11.7506716375564,-22.8310463831526,-37.842417725195,-66.4709085306421,-26.2931716221617,-15.3562353733399,-18.3315724171743,-27.1890583299307,-22.8083546072618,-29.1830919962757,-59.9377385771377,-31.4610627181032,11.9899025280039,14.3706443892852,-20.5047963015237,-27.8332477296665,-273.868952604359,-15.2577815287254,-11.6607502765138,-23.8192997485576,-30.9564447928685,-38.2210534428526,-35.8479418489771,-29.0149318218205,10.261405073593,-66.7902917484018,-46.9539958106417,-27.7657150020514
"667",2022-03-04,-9.27536697296314,0.632263486385203,-24.537036520836,-11.5771331540446,-2.89882055091438,-2.90117762855135,-3.3951900269862,-8.48260919718143,-13.5334730448055,-46.3241447813685,-5.51167034539659,-1.62950399999324,-10.7212634143662,-12.4361931876909,-7.22838658688667,-23.2789115504743,-40.5688989195291,-8.00009264752918,4.67014453644081,-28.9265625130899,-4.67550071149464,-8.82737429284668,-13.3715101356932,-43.9409703313508,-33.0183435123872,-18.6651624101509,-11.2725095436287,-0.835930419577693,-12.5913702383716,-28.1835840187845,-55.4340475593936,-18.0242427950779,-5.94939769613076,-6.34054707599932,-13.2641530615654,-11.1991278027121,-18.6414785214184,-47.204451223626,-21.0479510958213,20.3513728101956,24.1280307209441,-5.93279775735591,-14.357153701973,-239.161624882161,-4.60402284499606,-1.34320364953758,-10.4564025778218,-14.4440517713899,-19.972771130727,-20.0837628281274,-15.625750584543,19.665663303607,-49.2627126795064,-29.2696034271569,-10.1602383393748,-Inf
"668",2022-03-05,7.84411471724219,-30.0015878763698,-8.83580985681111,0.053913598027596,-0.393478855659594,-3.05815016320605,-1.51666049103045,-4.01156002334891,-50.4346275229008,-1.34471834783176,2.82721251970457,-6.37637287898776,-10.5327862483484,0.862807865906851,-11.5783716398696,-42.3697285947825,-2.17763707154657,10.2447828197768,-22.0143760981212,-1.51183486540774,0.582142022539374,-1.38653472495456,-43.6544280466202,-23.9924349359209,-10.0498420358057,-3.76006658102805,3.5163396451288,-1.64330130357151,-13.2774831029402,-52.8943733053004,-8.42308032800559,3.18935693898075,2.26985710059768,-6.94848928541039,0.786960987531186,-3.61687500643112,-42.7502600668913,-9.6185991091817,28.2737272954815,31.2604970024807,1.27433381655906,-0.848422915980735,-192.772057377066,-0.0254211792194222,9.50971450346352,1.94326059100019,-2.23901405426899,-10.3749578821832,-4.68190041637043,1.33774393504672,24.2364227700859,-31.443329157511,-13.1554398236362,2.93896732215965,-Inf,-Inf
"669",2022-03-06,-23.9636706335308,-12.1146633845344,-2.8172495647171,-1.06431499228426,-0.259363027113641,-4.67661544345025,-10.9576556055794,-44.4762007463835,-5.12274015954202,-0.67594881840198,-7.85128653550595,-8.23460937916122,-2.79477721353109,-19.6850125793309,-37.6967834455481,-6.71122014490167,6.35784842023477,-24.5748504844842,-0.043825488067262,-3.65768533510542,-9.34651637574093,-39.9069797838479,-30.3657979372582,-15.6068354874086,-6.66996846909415,4.30412104799259,-6.5613415792644,-22.8328647253655,-49.9285261349284,-14.7524026232795,-2.38901381809271,-1.15519360805502,-6.74519628742811,-4.58157179874288,-12.9613147753895,-40.9294574696227,-16.7763355968421,23.6339547435334,28.3740019110113,0.846649007763921,-6.88166770412793,-220.877745855241,0.590357020577458,2.97946427550598,-5.08691707139567,-7.2368827974612,-11.5377635018819,-11.5414062652414,-8.70630017570157,24.2060769110604,-41.8252134421123,-22.0548014717155,-2.4697862136269,-Inf,-Inf,NA
"670",2022-03-07,-3.14897991986478,2.01405978853467,0.191428857465907,0.482461220267497,-1.56607432908325,-3.79965383284967,-27.5757207613047,6.19402496711667,7.00169814897301,-3.31413263969805,-4.55447693277944,2.64131386634484,-9.26536467084057,-18.0714114786371,7.62537622972755,16.1396043275779,-15.7735665496283,5.93624265730415,4.16092054093215,2.57163953383776,-16.5133410131031,-9.49380164492189,-0.389132044026219,3.80709155843341,12.414369185426,3.8143673964451,-6.82314707234632,-21.2828873787191,6.47179678255921,13.7711751010672,11.4710623375161,4.88567230016833,7.83497238497932,4.10794510760157,-10.7534765563751,7.6239213710287,37.6163830071284,39.1535166974925,13.9775607899432,8.03026989639195,-165.90436362869,24.0926987410169,25.4996108175218,16.7158511774983,11.5606400694706,5.77193523362499,6.2787827300779,12.056531239943,43.759931748787,-5.73099242314026,6.13978967292007,17.9459210956322,-Inf,-Inf,NA,NA
"671",2022-03-08,3.19457450427557,0.861051125414326,0.641715990938122,-1.47909411931747,-3.34551294211196,-26.0779173767706,7.90039572178889,8.54108226831711,-2.17269370290889,-3.98483458681965,3.05882117370545,-8.40583137283642,-16.1742758882893,9.71978722707378,17.9074715897672,-13.9898306010256,6.81166887874834,4.90121072007216,3.67868895054144,-14.1347924192161,-6.51793731000447,2.18415133623171,5.71037639461052,13.568385000756,4.88822272049229,-5.2353290257374,-18.2773743251346,9.43729990414775,16.3760956896371,13.6121994680143,6.50793303582198,9.18139032548676,5.86952807107336,-7.52301699389127,10.9734346925581,39.7879907552864,40.8941149480303,15.7794828023454,9.69101685648879,-160.085759923819,26.6413512295781,28.5419363078491,20.0003366931126,14.4834343690268,8.11347904898266,8.29480435416044,14.2902647138349,45.897334511583,-0.926775824469472,10.2780525323642,21.0239950078528,-Inf,-Inf,NA,NA,NA
"672",2022-03-09,-0.351535114110427,0.0272351016240909,-1.63189274739278,-3.44446205936862,-26.7771026484705,6.71129924976334,6.75307607945131,-3.89650485263465,-5.05050144033412,2.56440983679243,-8.90635761646495,-17.3505630869583,8.11980735706804,15.8990585903878,-16.4491326336177,5.47392292516118,4.07156916174434,2.87842980903844,-15.8201521839381,-8.92558548431673,-0.696820554883504,3.22656117824424,11.9688465019593,3.71094394597893,-6.50143828144396,-20.5803345393778,6.9418095012735,13.4898029427754,10.9189588758602,4.38542497109714,7.72264745377278,4.38351979055277,-10.1293920923279,8.07287487406606,37.4003596685928,38.7617064905773,13.5101886748698,7.90493550491078,-165.17698985863,24.5083727558443,25.8492838767903,16.4106820853572,10.9730658974335,5.2435180038508,6.13750921593596,12.284885801621,44.0589147214308,-5.25246771060298,5.77681087602252,17.3838588776327,-Inf,-Inf,NA,NA,NA,NA
"673",2022-03-10,0.143504333488965,-1.56939990079264,-3.42358939980839,-26.7712202496466,6.77107891613526,6.8880363594622,-3.68261715072523,-4.88202798945807,2.66255128730404,-8.84090517397423,-17.2871774169417,8.22573953945358,16.0643699864721,-16.1510569566175,5.66737725132866,4.2059532465918,2.97570832339557,-15.7000357781074,-8.7438228914648,-0.446322692103553,3.52308124113657,12.1881796142683,3.88386106914299,-6.35194753109852,-20.3949640893606,7.1454311644647,13.7504971808275,11.2371376941555,4.66640514987827,7.92492527168618,4.55631005968405,-9.90463223477991,8.3221150742793,37.6221577186724,39.0117389793003,13.8032169681546,8.14342923467184,-164.590408130551,24.7007108552955,26.0894032720302,16.7514525474831,11.382374610297,5.6073426042679,6.41802486099219,12.5145617239493,44.2299930188488,-4.85575812693664,6.21158781903695,17.8065040486022,-Inf,-Inf,NA,NA,NA,NA,NA
"674",2022-03-11,-1.62028899491352,-3.45296354868491,-26.7896031632869,6.76424807667256,6.85987092414689,-3.74974481465584,-4.97368733422015,2.59502887708716,-8.89313943244083,-17.3325925140535,8.19606658804867,16.0177665493025,-16.254693339533,5.56440796565156,4.12097270814693,2.91005910131237,-15.7730659992882,-8.80639022087026,-0.527684795673188,3.41320345424396,12.0731112629659,3.77993006895947,-6.44491687632172,-20.5005518458702,7.06841537508336,13.6584809434684,11.1139873600964,4.52049982631128,7.80741246347224,4.45394239738987,-10.028238722136,8.22259491859934,37.5394550734498,38.9118519944067,13.6522177433089,8.00821429329993,-164.926906896607,24.5972335523154,25.9900854059832,16.6193400840505,11.214875610294,5.4209745035169,6.26187688159192,12.385795437724,44.1393291109769,-5.02395823471427,6.03805167560342,17.6302467614778,-Inf,-Inf,NA,NA,NA,NA,NA,NA
"675",2022-03-12,-2.79234670539512,-26.2267740855314,6.88348445909086,6.93268895950454,-3.37293671344776,-4.23270176748132,3.51833284192775,-7.94127740772499,-16.469048146333,8.59007511173517,16.3381199982394,-15.492132887578,6.47647742141934,5.25184458235977,3.98797010568989,-14.5810366292136,-8.00964102714711,0.162490761630349,4.3310471412664,13.1516973960945,5.13810821170207,-5.01125292386703,-18.9040676523774,8.03226382264742,14.5162976550517,12.2217193651792,5.94172859004314,9.32312987494502,5.96744727964104,-8.24383807418139,9.45600092060587,38.3529301423731,39.8549630859024,15.1644479496953,9.73501027100498,-160.100406637971,26.0452123356637,27.2131401253714,17.9644300094213,12.8513221886433,7.32686150586503,8.24037920772556,14.1907942531894,45.379765594287,-2.96219777062148,7.84774479157353,19.3963997253117,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA
"676",2022-03-13,-24.6138579458188,7.60648600207723,7.13777256888126,-3.24706680102548,-3.68299905791433,4.54006910009611,-6.1905159683174,-14.4124488211579,9.75953333952423,16.9449363565671,-14.7892093041538,7.37435642790181,6.62048492319704,5.9225731579281,-11.9947084252354,-6.08045517352626,1.39469272667391,5.38234256980881,14.3629507313569,6.87496641289968,-2.48148224256299,-15.6316703206789,10.1446390720941,16.0098169867919,13.6197002847277,7.66421262465399,11.3346276506061,8.6043588353195,-4.72518231691774,12.001825134422,39.7487650905783,41.1119641357572,17.0901849745987,12.0879242690397,-151.775602569772,28.8206892054992,29.637483617958,20.2496298120744,15.1093094220042,9.83899267880483,10.9895366832473,17.2783414506548,47.7060553933045,1.00609406848801,10.8992951357371,21.8916974541098,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA
"677",2022-03-14,19.8139563611068,15.4142402168505,-2.77884509480294,-10.1396773869936,5.83216559655318,3.02750149561386,-11.4187486214917,19.9850427183658,22.7096715918581,-16.6308135497935,-0.192542719191835,6.37188120844733,12.6406364537313,-11.3459474505945,3.89054825038025,6.24173570004281,1.86700629857581,5.66704615347786,5.08978351161724,3.22775906164414,-17.3792472790348,16.8072877764124,18.3908698331516,8.5394694274778,-3.58567166696966,8.14318800999515,12.2326805036771,-8.55508086898028,16.7322941208249,40.1685858790304,36.3396591832654,5.26849477234434,7.41599082932334,-145.891732596398,24.6496170288197,31.9452466579684,19.0526336232028,6.29283645281416,-4.92953767352198,4.70320187721874,17.8336797912913,43.4587796672016,2.12004894047385,7.54870842004148,11.9498731682118,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",2022-03-15,6.81541296325045,-7.97039615148137,-10.7739486586749,6.24035394966554,1.18419674439418,-19.4780690061961,10.7368932426471,14.8338589244582,-22.5609866175436,-0.805671648765447,6.74582481578477,10.9509051967893,-19.4331221549719,-7.23795386424914,-3.33470053356941,-3.15529695631208,5.05583169119109,5.43656775207367,1.32372651215867,-25.9394556363701,7.15698867003026,10.0357404844391,3.82829630492396,-4.29401862282805,8.44763392682405,10.4766470384858,-16.5038938215383,7.05586949294799,34.0287079291929,33.0394164476717,4.58677513396949,7.6914780672833,-150.893070438029,19.1099284211105,24.0224669491971,10.7264639485912,1.40399593195505,-5.72212594492938,4.95453414933894,16.1352444149354,39.2852678301763,-9.29536457868823,-1.98284408394503,7.32718876876964,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",2022-03-16,-10.0669467429111,-6.420259911087,5.11708229071477,-4.19974128208454,-9.34398933092482,6.56479415208009,9.91658776269919,-24.9654437693252,3.1295050984563,5.6116254052178,6.08686680138646,-9.35158373051016,-12.2661186436711,-9.31383664719629,-5.19967017652817,8.73710078123048,4.26925646762645,-4.07971288628593,-15.359815087362,2.79001145327814,4.81906153180857,1.9031619297465,-0.277692458280056,7.30088355010226,5.56213731199313,-6.76392112704446,2.67039224722046,30.1950995158239,31.685721660817,8.23606706776618,6.51854331630516,-164.700572828396,25.840032607805,20.4263332882807,5.52768916007055,-0.608767524076917,-1.70619364665856,3.72964648742876,11.5084003067409,44.3125231388113,-14.484569009808,-7.93436241988055,5.41705785370547,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",2022-03-17,-2.35001329136049,6.92573457915821,-3.92030026462314,-9.66664019284809,7.47747579288972,12.6874929980009,-18.7922059529816,6.84858961797149,7.42668392055112,6.35697322600796,-9.64615519148855,-11.1444298173823,-5.93295268902728,0.0101971767405119,12.2541389063165,6.12615196617522,-3.76019303674987,-15.6410748220179,3.78287363193426,7.77885973344851,6.77341633591706,3.60127127443832,9.11445726168704,5.87031211729083,-6.99706077790682,3.686008325088,32.3774982623856,35.0857901502532,11.7989568419374,8.36300300870341,-163.785757231761,25.6968637248277,21.2741937481838,8.49708600854792,4.41103688777015,2.25738313638795,5.64514417712949,11.8312451997007,44.2190440037952,-13.239632383795,-4.52385700676221,10.1478500457397,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",2022-03-18,7.79815514526941,-3.39233426975774,-9.52429731732537,7.39499533099097,12.8974276067167,-17.828179439087,8.00414537712417,8.29895110618932,6.83788564391157,-9.49567719092719,-11.234670483452,-5.67068774013674,0.827355231312414,13.3467256747266,7.01527124490547,-3.22161820812339,-15.4738002948043,3.71237009205325,8.01372973592121,7.54061501253728,4.80608242557707,9.9797167601903,6.36406294255084,-6.83439674231361,3.62302324586168,32.5545039792649,35.6236815370374,12.9054033815164,9.23988926889207,-162.38764799303,25.8152811387603,21.2288853383488,8.74304558924149,5.20851527953665,3.48804996973055,6.55263534482941,12.3033701906036,44.3120209485933,-13.2959632954387,-4.23556571508288,10.9025359009139,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",2022-03-19,-1.75212589545524,-24.380415383779,8.95803960536723,15.9966548009329,-18.5350882306937,1.38356591568792,6.20747080268907,8.3000454441569,-24.3364897733196,-9.38228579342721,-1.93867722557608,0.215384095781234,7.10578881075388,4.88299301788847,-1.61898783237966,-31.112983478886,5.29421933246832,11.2382863312234,6.95429497639078,-2.05530262011259,7.90428252617502,7.80211322748712,-21.2926436899771,5.18480216339557,34.9011697011715,35.2045056339269,6.62290637989536,7.13618934246358,-158.401948999852,15.7830642184856,22.487844474111,11.8944778644328,4.57524699288947,-3.47919937426853,4.37512590883629,13.6208184764279,36.786686599117,-11.5102868041134,-0.66288711708853,10.2922796447876,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",2022-03-20,-23.2363501530032,9.43856471550137,16.0617252402322,-18.5979753601823,1.57924035095512,6.71555037630998,9.06127301093858,-23.1861189629198,-8.79782245210663,-1.85192419808797,0.170031431382749,7.29594398460274,5.40334675750623,-0.770249033664382,-29.8928631474027,5.80641459319364,11.3205757503032,6.91904832796861,-1.84000388985852,8.41303503911049,8.57684698597068,-20.1574060545234,5.7037233439691,34.9664491101345,35.1848437117122,6.82572698870357,7.65414310982983,-156.217517267733,16.5757939273213,22.9170602815269,11.9894653335468,4.55345108660252,-3.24799538759242,4.91357488900248,14.3554036169269,37.3850789533625,-10.8856555095198,-0.546813196002849,10.2784918234251,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",2022-03-21,12.3090355110023,15.2486913115077,-19.1059156765923,5.51479861776705,6.82708204868355,8.79883871586675,-4.27580235967778,-5.32927348933068,-2.80909481009365,-0.231367373609748,11.0172642251652,5.53554073594951,-1.03949374205068,-9.96457748386427,8.8266643523323,10.5126434615793,6.56906848831617,2.26378801637263,8.55946363233625,8.35208393394235,-1.73331203127633,8.74451402331036,34.392515430508,34.9579749542424,10.5946877254161,7.82033283249945,-156.792906322958,29.3602402198622,25.416816570794,11.2377575848508,4.2440433418791,0.944340687055628,5.10374844785269,14.1812450053265,46.975224360288,-7.26956268533918,-1.3771734014504,10.0107385990163,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",2022-03-22,9.90627922382332,-22.7551434640637,5.49606064660614,7.15032308859869,7.65031008771708,-8.07031403000616,-13.0948926491043,-9.27560930909102,-3.29633319500013,10.999463293473,5.86272471581633,-2.31054926859693,-13.9571589113955,2.1200060600436,4.89630966045805,3.71758321466741,2.24406703735439,8.87565562107247,7.20040892053239,-5.41882347999879,2.04699950606209,30.2838397530742,32.9767349529285,10.5764936097856,8.13856014642659,-160.016397115346,26.8068196296156,19.9552539472451,5.69100650100436,1.33282022819201,0.924012384929883,5.43082039544406,13.1051174693643,45.0627507097134,-15.107084619002,-7.69863042235798,7.28005685206639,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",2022-03-23,-30.7900818882373,-2.53554553438097,8.23025513083513,12.8212413182991,-20.4071605859937,-14.0912927251282,-12.8407301002597,-10.1042689525588,3.3995259735506,6.9136479138722,3.36498395449754,-27.0085871534535,1.20229121641008,1.74441299274015,-2.67147354443015,-6.14303675554022,9.8504507895009,12.3002588978439,-17.531657186938,1.07340990636222,27.9374335683684,28.4991212611141,2.86818858891913,9.07848875473725,-145.861432252056,18.3695495068397,19.1147334383752,2.46849839528346,-5.30304574020159,-7.65625621157724,6.3545293436225,17.7907701342799,38.7095194188691,-16.3801433595658,-11.433733321913,1.002726726214,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",2022-03-24,7.40787576800307,12.878703035784,13.5111238512325,-21.2285646983404,-10.9671738259205,-3.44867818141382,2.82409790174483,12.8010185192305,11.6675976906329,4.17848202159768,-27.7951689699328,3.96236368562078,9.96151407759212,9.41575419036517,4.22403369473864,14.4919113343657,13.0826711297114,-18.1860082128147,3.89162409684407,33.9925252049611,36.9386861696318,12.3887809670826,13.7974173895922,-143.544644873067,17.96590549129,21.4633701348074,10.7020771979729,7.1586118481606,2.93312924535487,11.2535927108987,18.6065511943233,38.444432615079,-12.9372971214442,-1.98275972598345,12.7484243145563,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",2022-03-25,10.1424939296546,11.9697539657185,-21.6093423366063,-10.7098157953051,-4.39209949643039,0.0663902824903126,9.49723009888511,8.88184203623534,2.456672458066,-28.2210006739076,4.16487380849221,9.12350698546807,6.83189745297374,0.583303325468862,11.7841011973728,11.50808073408,-18.6023288304449,4.07413199401429,33.3658516958707,35.1307328560452,9.04747851023227,11.0564148388509,-147.992425686243,17.6613675909407,21.5961124604861,9.83767189774934,4.48340812300696,-0.780890421970935,8.420189858359,17.1081679765723,38.2042806354065,-12.7698909492989,-2.98885343132074,10.2216734439072,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",2022-03-26,7.60792884479055,-25.5192697610415,-11.27519177696,-4.03210381645909,-1.29384193972081,6.00333356441199,4.0569841368741,-2.39616339620643,-32.3747103942886,3.64604238951647,9.40744247494253,5.53765625959991,-3.27655195040113,7.09560759238263,7.08776154555884,-22.4732195787081,3.52548792108887,33.5525436838763,34.2115004426171,5.49631299863783,6.31180991062377,-160.429860216039,14.954118303819,21.1238196627691,10.0613183767977,3.10332742283514,-4.73783608201608,3.51702722929647,12.9343163227044,36.1575685641003,-13.4833816823703,-2.76633397975577,8.89962932093517,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",2022-03-27,-11.6127437460858,-14.3815374796201,-8.73562193618915,0.554848216210153,10.0292159110964,1.40354868721262,-8.7412631835218,-17.3905876574665,1.25459812651956,5.59885253824232,7.52569119580386,1.39416021752468,4.74879851267282,1.56930043617231,-8.3172920480233,1.42786235390681,30.9683958703529,35.7788541431568,9.99554839466468,4.1687589604891,-175.23103333984,24.9860808575087,19.6499428908628,6.84514460112797,5.67941680853324,0.497125482503547,1.53934325288992,8.20804617061293,43.8391891046691,-15.2592415981977,-6.12157791410176,11.5717308362656,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",2022-03-28,-9.48113138648199,-6.11136464722178,1.05143449692542,9.90332502201123,2.16279926323549,-6.16647361349252,-10.9753853230398,5.65927692094772,8.04632802846989,8.15433420522585,1.41583748039525,5.61869860838944,4.04120729755044,-2.20875383833163,5.99813533561126,32.881460119886,36.3309679329333,10.1606943689451,5.18091339535575,-167.924985673327,29.3470849563637,23.5161999390627,9.59264911912384,6.65947585988649,0.839997902112291,2.71969353523247,10.7758401232546,47.2016269286161,-9.51181960455395,-2.80320105820954,12.6486993944897,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",2022-03-29,0.461578996841542,2.72658811424256,9.65751144200936,3.06163439128544,-2.85480619914701,-9.06438308278687,12.7324064378871,15.0901885381893,11.0590479436852,2.44912723370205,7.59286533929736,8.17018211317642,1.12767557733144,14.4338339968208,38.997995206844,39.2719810939179,12.2786776048235,8.26681152654245,-153.253081120403,32.7334104236302,31.4990827018908,19.1332591752289,12.3186378409849,4.46474233992082,7.00707870426577,16.6996006069744,50.5320681750017,3.50660541365193,9.51260349286479,19.1946443553051,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",2022-03-30,-0.988293809136192,4.14776548174094,3.64219935709505,0.961864782110472,-21.7556710777841,12.1497242603548,14.2039087888442,5.85532067507328,-5.27936179422097,6.72109330996875,10.1574943292279,-12.6284731643528,12.0532286469346,37.0859561031844,34.4554262011613,3.69641041352043,5.9614265223895,-151.761955768118,21.8042155087363,28.1069412735496,14.864565662719,3.49586015097733,-6.69645973592644,3.18422250907133,15.8533244553684,41.3102085376801,-3.42063031192832,2.74551546305268,9.29981856381307,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",2022-03-31,8.27704963230199,2.59975938145936,-2.70507863219051,-10.7748004826692,11.7327176033869,13.672037788272,8.74893657983916,0.249071714665094,6.55758575129609,7.6980049629011,-1.283483554508,12.6994866647836,37.4456013926581,37.1815003209797,9.65341896205966,6.64175786328829,-156.246256193106,30.4963366689105,29.4950160336655,16.3544582336703,8.54620664096798,0.891166631309261,4.74728867592286,15.1521253713013,48.4396348077511,-0.200882150676698,5.58085519117558,15.0105343122932,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",2022-04-01,-0.0371015988057487,-5.33625492021261,-13.7797654243006,9.24422734743427,10.9242356366983,5.64801216976637,-3.45916787461509,3.57589681134598,4.87225248391702,-4.67821303398797,9.66858756097047,35.0516700404333,34.6609759127005,5.80422820428126,3.20833197969802,-165.37964220001,27.7183409468704,26.582592510389,12.6095006767252,4.309983915777,-3.8734928173644,0.777608269144515,11.6983541448015,46.0429280953842,-5.00689505038562,0.733642658790839,10.5422950027201,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",2022-04-02,-4.71067153758007,-16.010867442252,8.70638731669394,10.9861195962476,5.7100806974008,-3.35593283391111,4.04654626852625,5.33361470388399,-6.87836524519196,9.00482066329372,35.0065350211883,34.617519417655,5.78816964571967,3.57872590265104,-164.38186869387,26.097110986816,25.9385839559583,12.4271697833953,4.11959426551846,-4.01269164088301,1.05258597345314,11.933990519954,44.7564703325048,-6.07770121306533,0.388232021915581,10.245668028993,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",2022-04-03,-10.9134325416729,13.2614953044206,13.2527370861327,5.10189818590647,-4.91495917470381,4.40797207441708,8.30466891293236,-1.83487850355674,13.847130109005,36.8775118000713,34.4070988459026,4.63790541338766,4.1896701581623,-155.396904239482,29.8240634197292,30.124993009138,15.238437506205,4.1201143288961,-4.98430707574423,1.93322393131571,15.155382296792,47.7210268942684,0.268787629846845,3.91532219347199,10.5347726547965,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",2022-04-04,14.7917501914908,13.2262377328522,5.82278660184382,-3.29435994720221,5.3979946430302,9.40272942723339,5.15371595821257,16.260682161759,37.5000489952479,35.5287405116634,6.90528703136066,5.91122576230298,-150.311875277209,35.3326200233285,32.8051693230774,16.9335471181157,6.66774438668155,-1.61715161672571,4.43849494318403,17.5150828904546,52.3391352854435,5.12253656670541,6.80779381475255,13.7563896559975,-Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
