"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42","h.43","h.44","h.45","h.46","h.47","h.48","h.49","h.50","h.51","h.52","h.53","h.54","h.55","h.56"
"627",2022-01-23,-12.8852899156134,-37.662007703207,-18.218736131546,-16.022307448364,17.4566437188115,19.0891442493817,-1.11755397673466,-15.345357033067,-10.4816180153945,-15.2503255832698,-30.290556971246,-6.31690001195754,1.94468620435025,0.427989129667078,-17.0088226059015,-26.4300373769118,-9.56833375944901,-22.5042308487675,5.28473708849031,10.8921651098815,5.95613299572983,51.9193344725105,-37.1581931799931,-19.9163064124032,-13.5286181412183,0.260662591212856,14.4745921246044,6.5868558027714,-17.6195319351584,-17.494692792684,-20.3050526481117,-30.5593717616924,8.68418513180153,9.91065161431191,5.74320997088048,17.6740798284174,-8.16181175762621,-31.5131487222231,-10.3661120800484,0.437352356080119,1.46134032498529,11.376114612171,-11.4572418563963,-21.8231902925478,-21.8975769578946,-19.9724726541148,5.03754128387289,4.02267549661321,0.670388924529254,-27.9841023625283,-12.4217639333102,-17.399108282316,-25.9673257049955,-1.09411745044217,6.90875182067438,-5.8187365621568
"628",2022-01-24,-34.411919075625,-15.496271672652,-13.4635828474913,19.2229693345907,20.5794101566153,0.696592595383572,-10.5631150051992,-7.84971740657622,-12.5716749449075,-27.3893805818898,-4.01936389482523,3.77055999935308,2.23483493647214,-12.1386722404034,-23.3914182375531,-6.99851001847639,-19.7504190449197,7.35151169018947,12.5693978177588,7.68189873701491,54.8518793023392,-33.8327939567204,-17.0784618573095,-10.9525651471087,2.45799585464961,16.1015909031685,8.32009438685122,-12.6860710333157,-14.6213525180452,-17.4327160743598,-27.5693835444474,10.7150283391655,11.6425348218038,7.51126287886587,21.1403738162452,-5.49408411595996,-28.3456823061977,-7.81543059784124,2.67233319980102,3.37535331695673,13.056468125456,-6.74657797488477,-18.7931434161172,-18.9362879379624,-17.1747185089958,7.18895363318642,5.9060705788137,2.57379984912116,-22.5545561341616,-9.6022394986478,-14.5227295107053,-23.0035661859059,1.21709883260456,8.75401848835077,-3.76965779076471,-15.0807319435822
"629",2022-01-25,-8.81772686243179,-7.12209420094862,23.4840518436215,24.2103326304415,5.2356467924551,-4.6071075336938,2.42725710114115,-6.00506290910289,-20.2049336120387,1.52055921678699,8.21649850997829,6.75136522071457,-6.03700072283965,-11.5844749069607,-0.702893747490484,-12.9362905136452,12.3326519149962,16.6509833659951,11.9917646988311,58.5665303429233,-20.9737875402986,-10.1308271140208,-4.58324839806375,7.75131183624254,20.0586174705417,12.6446882804003,-6.43342189440881,-3.56303485989664,-10.4052157904553,-20.1822750184281,15.6050009748088,15.8522203663906,11.9187801213913,25.5581540542366,4.72511458079869,-20.6010944226011,-1.51844108722823,8.05136144440662,8.0250893298318,17.2416821869092,-0.70989834239914,-7.23915107201285,-11.7004088177501,-10.272913980071,12.3644909039537,10.4788488777116,7.31048011163201,-15.5592095367709,1.10060126050215,-7.49873529671687,-15.6976125741047,6.77455253668481,13.2317287250026,1.32518372564302,-8.45154280949878,1.23632897513302
"630",2022-01-26,-5.22963037129518,24.7596346419989,25.3048023228519,6.60293607095298,-2.79291673229964,4.02334973465904,-2.90998651346914,-18.0622361559642,3.17787927178226,9.55564196054142,8.11086407165049,-4.18009748971215,-9.74047128335523,2.25061415411731,-10.9052784766491,13.8218394275933,17.8794812965526,13.2881126332611,59.6725971619209,-18.9544292702971,-6.88637414182887,-2.68596112368597,9.33281585187768,21.2487660472793,13.9445342297988,-4.53387297024963,-1.81709861226328,-7.13825603240408,-17.9831187621031,17.0650738324428,17.1174612221187,13.2426154934907,26.8991370754104,6.34708388252447,-17.0167271310804,0.355082323637359,9.6564580420226,9.4216109678036,18.4978728137704,1.12096628719073,-5.39583924475265,-8.36607740640259,-8.22063482232171,13.9079159729074,11.8513088039966,8.73121878878638,-13.4393248205121,2.81678009920304,-4.27591561104393,-13.5264052499964,8.43086441471583,14.5747406011034,2.85231817547882,-6.44423456513377,2.96627776330153,4.6648210246426
"631",2022-01-27,25.5487613256511,25.9847685913835,7.45288120934711,-1.65806357539577,5.02614000152748,-1.89111023061775,-15.9630458991978,4.20307984494375,10.3875092836038,8.95585130149805,-3.01877222067003,-8.58223421883398,3.22871864125026,-8.92389011612906,14.7429591434552,18.6425173743878,14.0937398076318,60.3564585929607,-17.6863844444367,-5.80560347843805,-0.842692119427969,10.3109560153671,21.987887553934,14.7522267012632,-3.34637045467195,-0.721031995698188,-6.04371943866787,-15.8552653667029,17.9680354469657,17.9031168069194,14.0651045656177,27.7372813896166,7.36506628962019,-15.8090678097436,2.16061498098729,10.6490249117086,10.2886752828267,19.2782311600318,2.26506720914683,-4.23922857101504,-7.23644129324378,-6.25060377735865,14.8622663882923,12.7033258161133,9.61367968030501,-12.114879631921,3.89335260278489,-3.17813005355955,-11.4502618138178,9.45493060812858,15.4083712791016,3.80074016928403,-5.19037039816026,4.05122319625364,5.67830314766406,-26.5597281786166
"632",2022-01-28,21.5423657830277,1.93955020885029,-9.25669383326811,-1.60647659576613,-8.62939881852322,-23.1963027853845,-6.65401487137591,4.95384507864931,3.47544647705885,-10.7905511658017,-16.2399308407424,-3.23719718383109,-15.7922462784184,5.03066782825606,13.6594587213427,8.86930512692688,55.6322718678078,-26.0668377582427,-12.947304827608,-7.26991741996601,0.0415854031104573,17.1619371430894,9.51505034711638,-11.2853564305484,-7.96219171504794,-13.2735516439183,-23.3176922030205,8.52776556810697,12.7742777561616,8.73261002226122,22.1365879806358,0.642183031455233,-23.7831072832579,-4.20735068224785,0.314712464267252,4.6293888756936,14.2194425804096,-5.37657204127567,-11.874988357485,-14.6925891991908,-13.2374339347994,4.96603719991489,7.14318693863929,3.89358747797351,-20.9571106620163,-3.21163879529771,-10.4215095709311,-18.8536804114246,-1.12206802268618,9.96909047800554,-2.34631539096614,-13.5577656842987,-3.10672647416368,-1.00657007807953,-35.0513634963131,7.85908125320489
"633",2022-01-29,-3.4836876751709,-16.6788928741508,-8.13004322038041,-15.3011064228686,-30.4233980734332,-12.3974098148617,-3.66221937967105,-1.91744087371519,-18.3853401532039,-23.7744468393837,-9.64093192513414,-22.6556660982771,-0.140521472215891,5.78771747149037,3.72634923565611,51.2274057413724,-34.3154818561533,-20.0222444624461,-13.6934292455149,-5.4610988953986,9.56655603830244,4.35758729605933,-19.0506156540025,-15.0920658183223,-20.4377705389214,-30.7769152574324,3.43765610693437,4.73142689812051,3.47927134931696,16.6559591365028,-5.97981097405298,-31.6869871282402,-10.5735739043768,-5.29173351341542,-4.21378772168184,9.23383416987544,-12.8577966563514,-19.3989352522527,-22.0852276260212,-20.2234889510066,-0.435184111849854,-1.51483233448578,-1.7459293965212,-29.6176610818825,-10.2151852999865,-17.6052531032971,-26.2575319723883,-6.92911122023958,1.52815726921705,-8.40912330574742,-21.7569623455613,-10.1651029271826,-7.63833236155761,-43.5449893775315,2.51345484011736,1.90707379397934
"634",2022-01-30,-15.6409033349743,-7.20251057833361,-14.3514059648142,-29.3903770731109,-11.5645443170946,-2.99718406584448,-0.699172764316823,-17.3226380297245,-22.7028073583025,-8.72907703673753,-21.674357640902,0.609430821681471,6.39922625544009,4.88355757142043,51.8854100526446,-33.141872661473,-19.0144862177145,-12.7747664605006,-4.66300149443729,10.160332562663,5.5135545853691,-17.9629087713179,-14.077293072446,-19.416966879759,-29.7098404805472,4.17598108955246,5.36408948068053,4.65224427546198,17.4240474969864,-5.03700967636212,-30.5604330901294,-9.66261272855831,-4.47843827046047,-3.51393309816225,10.3428698600662,-11.8087976665487,-18.3273664107397,-21.0312094026307,-19.223567543654,0.348414539128254,-0.825536343441506,-0.496030852506885,-28.4026890661023,-9.21740735122053,-16.5806985138051,-25.1975302482137,-6.08655514676105,2.20411116265774,-7.07024201923993,-20.6061423084464,-9.15918895081084,-6.69220939695878,-42.3286460572399,3.28913969157675,2.58769940356253,3.37129835870424
"635",2022-01-31,-4.10540836524773,-11.1813223442949,-25.9543568523182,-8.80325772227371,-0.799000616901912,1.45541158338524,-11.5994163875328,-19.1270976602398,-5.68752806966367,-18.4126008771069,3.09418462163923,8.41920359197696,6.94177211286932,55.3321071725736,-29.2286887603282,-15.6554350572054,-9.72330723038212,-2.02044382415896,12.1205173819875,7.58099240158793,-12.1634451227999,-10.6960643710324,-16.0168049459364,-26.1677679000464,6.61907702602853,7.45137454643898,6.76152134951884,21.4994413476104,-1.89772635705814,-26.8105970734548,-6.64071923208268,-1.78894230688245,-1.20634503731463,12.3478141058092,-6.26951197922277,-14.7617024733655,-17.5251701468488,-15.9086924218511,2.93812485914295,1.44590774714242,1.77538420896639,-22.0170840344461,-5.89946034025082,-13.174911235165,-21.68568760262,-3.30366464899307,4.43031056176791,-4.62465021507638,-14.5855939082931,-5.81634080937451,-3.54917644346445,-38.3013199701704,5.84965390398992,4.82802233215996,5.60141709205864,-14.7352957287901
"636",2022-02-01,-10.2627140053284,-24.9542015594091,-7.99547462132503,-0.15157772408518,2.09175109795259,-10.7184078026215,-17.4758647274041,-4.80644437210825,-17.4635222309204,3.82075570802754,9.01382815879576,7.54930568587458,55.8717376549243,-27.4297360715256,-14.6826798805316,-8.83574339349104,-1.24805870872642,12.6972438477382,8.19091000767443,-11.260466976328,-9.14852341959638,-15.0324472539876,-25.1378721033964,7.33286250455319,8.06518637531784,7.38344355668877,22.1374992848084,-0.467153431263108,-25.7253370995842,-5.76238237152753,-1.00349178840973,-0.528084783103378,12.9386582323491,-5.39754876623935,-13.1437542270525,-16.5107726666287,-14.9455345112186,3.6941265145597,2.11321917309177,2.44440501240013,-21.0065418325008,-4.40022316413422,-12.1898109751188,-20.665650641732,-2.49159350024211,5.08401688654306,-3.90469788267828,-13.6278444287877,-4.31207245492736,-2.64034159253127,-37.1319544402368,6.59653977324207,5.48556649683549,6.25760528896895,-13.767570058569,-25.4550948489566
"637",2022-02-02,-22.4790594779641,-5.99181370906228,1.46912765503417,3.68257384503219,-8.53855706364166,-15.3141113955311,-1.3444696684239,-15.1156520459922,5.62225273592697,10.501593000615,9.06734428980559,57.1804453386904,-25.0608027289698,-10.8777834864761,-6.64085019905976,0.666278322373418,14.1394957499639,9.71414778140226,-9.02795413090488,-7.09896836064387,-11.1992603404658,-22.5919117795255,9.10127779382463,9.59941650156532,8.93590491418727,23.7144439462325,1.43814213472953,-21.5176556494916,-3.59184855404963,0.941735313048108,1.16640792770767,14.4128361972499,-3.24329430608864,-10.9770284641093,-12.5946838018422,-12.5662164021759,5.56572177917461,3.77956028857161,4.1128534315699,-18.5108062137466,-2.38162396236675,-8.40283530846776,-18.1466813571966,-0.481928489398486,6.71561743448339,-2.11005992515604,-11.2633188538295,-2.27596669628372,0.838993695647614,-34.2451889483464,8.44422008570036,7.12598838342371,7.89255766832515,-11.3792368837949,-22.9832884848162,-20.4193353685065
"638",2022-02-03,-1.86665743826052,4.82747995569055,6.97768718636659,-4.03168804266224,-10.8044302462146,2.42879058101928,-7.47129615819465,9.32902104941645,13.5824256000582,12.2096082489808,59.834959265269,-20.1227166977964,-6.70761955680667,0.471982300651917,4.60295489219025,17.124130130191,12.8651123593712,-4.41814659181596,-2.82985596979226,-6.97511769777813,-14.3793515827333,12.7358110200221,12.7723513204492,12.1452551551161,26.9685554592271,5.40382877504592,-16.855980015728,3.37803680634167,4.93742014940677,4.66856198594667,17.4584237894505,1.19937988131581,-6.47048399619318,-8.23328200682213,-4.95985083860675,9.4080348827641,7.22138284286613,7.55764575576307,-13.3670342310072,1.81382962146495,-4.16352184449996,-10.1290567148598,3.64158713691642,10.0836123154148,1.59299594579411,-6.39289395457232,1.95289523111303,4.75357346863965,-25.0963874067704,12.2333292488356,10.5101415328478,11.2640767118847,-6.46267683605287,-17.8530562548897,-15.6211844279358,-5.36057116225
"639",2022-02-04,5.15941792425891,7.306362973408,-3.57782021685263,-10.3500628668657,2.81063297555357,-7.06929127615194,9.91378457326467,13.8869093466323,12.5229807836969,60.1133952698683,-19.6253346351483,-6.28576106733906,0.848254761382779,5.22131522497255,17.4190823987854,13.1792955683677,-3.95418311940465,-2.39998241040797,-6.54794776063423,-13.9423772991395,13.3042977558273,13.0858860283986,12.465202132272,27.2959781632216,5.80303258788543,-16.3847264217862,3.75100346790233,5.55979864383046,5.01459926898237,17.7619901826509,1.64626667290342,-6.01696602633628,-7.79253310127817,-4.55055272550984,10.0040794763961,7.56142958899758,7.90094084051032,-12.8497696483925,2.23592021526897,-3.7352543373516,-9.69526726502388,4.27868544410297,10.4163357720397,1.96196248785464,-5.90325370843085,2.37822667224319,5.14890463545467,-24.5987395730856,12.8164494434377,10.8444314088204,11.599949444764,-5.96853454306646,-17.3372109237623,-15.136780206727,-4.93732107640205,17.8145770557334
"640",2022-02-05,6.21604853826901,-5.06988679196239,-11.8573893800399,1.53687395577161,-8.41860139414496,8.87630850572556,12.2627771819194,11.4840308059519,59.2529245043346,-21.274361994219,-7.69203941156773,-0.413692901923296,4.11820056124628,15.8530914277539,12.1382438919111,-5.47797026354974,-3.82435141042932,-7.97097777586616,-15.4067851344829,12.2846863979112,11.4288189746147,11.4056344847499,26.2211283143823,4.48104687705336,-17.9535864071199,2.50203376429436,4.43762613387402,3.19393453836973,16.757209466775,0.179909111160316,-7.51797375218549,-9.258904144661,-5.92018985981188,8.92381213238327,5.78014607051323,6.76525689063039,-14.5463059675347,0.839692386997746,-5.15921380907423,-11.1458300295298,3.11813406853883,8.6809382757456,0.741977754789031,-7.50849425870018,0.972030425266283,3.83525381406892,-26.2616888753434,11.7489181708966,9.10825929995659,10.4899450382261,-7.58785211875936,-19.0417667816991,-16.7454595418678,-6.35070655088527,16.7983853688675,7.76639647526308
"641",2022-02-06,-6.89996598682464,-13.6980732449982,-0.0204122663210208,-10.0725946368475,7.59977538052853,11.2142951621325,9.46599811359735,58.1444786197892,-23.2878328904325,-9.41109245251047,-1.96031014508174,2.76123200152859,14.8361475890669,10.1244155826019,-7.34632933443658,-5.56330435118589,-9.71026500787954,-17.2012130116114,11.0307298200383,10.3464694533483,9.36423637270263,24.9034334891036,2.86727546809635,-19.8708554155819,0.971858651123446,3.0578468661466,1.99793721578422,14.8290160976917,-1.61747277809269,-9.35007795651484,-11.0506921989613,-7.5979224055093,7.59584685072284,4.60346038974621,4.59431783276676,-16.6255211341006,-0.864338654903276,-6.89896236719736,-12.9224082146133,1.69177608323501,7.52825685967869,-1.58121456948029,-9.47554005507847,-0.743992285999073,2.23046820403714,-28.2980740643155,10.437151580116,7.94883345772834,8.38410637665809,-9.57187494203917,-21.1216841109277,-18.7104337013894,-8.08122848059814,15.5499490876022,6.57756370117848,-1.60320545392387
"642",2022-02-07,-12.1744131872305,1.27337424953133,-8.68933723692242,8.65489820176382,12.0721913453724,10.340567555999,59.6225230058155,-21.6210619145403,-7.98289936510889,-0.666944402901639,3.88291767176813,15.6684052594201,11.0026807327321,-4.8609138155533,-4.12371145220262,-8.26524973182739,-15.7007179943728,12.0673357829618,11.2324279497551,10.26004278724,26.6490943330725,4.20330109412609,-18.2779585043062,2.25130037848945,4.19854313438124,2.97710939530116,15.6802875396877,0.754029216476151,-7.83322503523398,-9.56203482905826,-6.19519369216062,8.69377958101975,5.56700185599749,5.55846972917867,-13.8930753332162,0.546544242555376,-5.45352890189343,-11.437130744218,2.87113387071143,8.47231438127635,-0.543413378521017,-6.90060872495909,0.676884153609138,3.56378133093856,-26.5956952186605,11.5218302058393,8.89858405235989,9.3302074365781,-6.98469768985875,-19.3994236582735,-17.0778498440065,-6.63463304982723,16.5823249378887,7.55157292909411,-0.542785065480062,-12.9433780058065
"643",2022-02-08,3.56145608774932,-6.24606282395725,10.5503786626839,13.6407533641184,11.9423172324318,61.0048661478699,-16.9161451178783,-5.45812980255498,1.61666388686276,5.89677421628888,17.1888329771251,12.6098116950731,-2.53286743804687,-0.0785088305233916,-5.7117494407274,-13.0524098023956,13.9273532631767,12.8496508164552,11.8978891146484,28.2934283951068,7.94074447576512,-15.4642281670176,4.5086082181658,6.24415877737489,4.76306773825223,17.2354229318736,3.0002034292688,-3.60852097099081,-6.93344108038441,-3.72128996276446,10.6615979218593,7.32308636280016,7.31839515365483,-11.2910299927535,4.45918162311431,-2.90221884120506,-8.81859827846512,4.98372044606915,10.1915798240907,1.3494482565496,-4.43555004517192,4.60055619030397,5.9163165198468,-23.5954952925381,13.4637618627427,10.6269274043355,11.0544767813666,-4.49502451321949,-14.6632887062766,-14.1983261884118,-4.08611943221842,18.4296304853171,9.32276543122995,1.38836155916476,-10.2912130713467,0.682368983172507
"644",2022-02-09,-7.06612495707289,9.91874507598313,13.118556360016,11.4077729801506,60.5425595241197,-17.7502872224519,-6.80994569890248,0.850654027611069,5.2260506970162,16.682929441391,12.0737775084459,-3.33022772564516,-0.799584240980667,-7.07271655099349,-13.9402296156961,13.3081890125242,12.3118197050772,11.3519151321205,27.7307393060431,7.27097998426144,-16.957177101369,3.75230524648028,5.56355977608823,4.16942361754639,16.7173036412943,2.23223032018744,-4.36956007624944,-8.32202016762079,-4.54969265133027,10.0072102218498,6.73966331232351,6.7323601109044,-12.1799239066087,3.75074530467393,-4.24414328421407,-9.69494339991091,4.28153508107059,9.62066830349678,0.719476928605369,-5.2769508030592,3.88654828708707,4.68420291440266,-24.5990257939745,12.8186092268489,10.0532763118939,10.4809096165139,-5.34413915359362,-15.5293990394529,-15.7001409468477,-4.93811047119853,17.8162039568017,8.73516841280862,0.74630070767656,-11.1950298300961,-0.0746634626522786,-0.773643542275956
"645",2022-02-10,11.1200790866045,14.1161674490686,12.4315748448105,61.4254114281591,-16.1457057044592,-5.44387886096331,3.16942392513223,6.50183015373823,17.6494407669229,13.1004327533266,-1.80803053665069,0.587426359350502,-5.68908829914699,-11.2635277119053,14.4859861249737,13.3393555659988,12.3976070535866,28.8049790483595,8.55922620970236,-15.4303721551857,6.02349519815485,6.85831456366934,5.30362084823129,17.7096448189885,3.69843477594491,-2.90582763074429,-6.8936954486524,-2.07163498047376,11.252189277947,7.85436040123488,7.85477668678115,-10.4827995433522,5.11323680558393,-2.85593552751548,-7.08346559677606,5.61754140679716,10.7114868280585,1.92604075559143,-3.67044876289052,5.2596874129473,5.96594589046368,-21.6197463569457,14.0461846677406,11.1493543982172,11.5794414164502,-3.7228562198371,-13.8638264969145,-14.1292523391357,-2.41803993871153,18.9834876590655,9.85791772588781,1.97601207373283,-9.46924581403698,1.38107681247074,0.607623180047636,4.46460823585836
"646",2022-02-11,12.1623808795825,10.4217942942807,59.7001765485757,-19.2625654146051,-8.12318376684519,0.808023166975697,2.50337759115001,15.7574598124408,11.0860817488602,-4.72723901573169,-2.10570032894186,-8.40135845037397,-14.0051715059173,10.8110696093777,11.328847643902,10.3469286528066,26.7453497431322,6.05886878488327,-18.4217182238981,3.68403496595272,2.83614731696337,3.08541813786116,15.7645382314917,0.887965216022863,-5.74567921261169,-9.6906515445194,-4.63835455656332,7.40127133948533,5.67525587060663,5.65575164292139,-13.735149561321,2.47081083757672,-5.57296632428502,-9.80311625531533,1.5025071817339,8.57997966998749,-0.436748956245392,-6.74843599222281,2.59759665497939,3.45852041806435,-24.7390241470997,10.2808111193056,9.00846969134927,9.42918198092574,-6.82847997054585,-17.0916904317972,-17.2008538289199,-5.07037903284312,15.417641442949,7.6658380459526,-0.429954066467942,-12.7743370741975,-1.43914222812709,-2.09194706287098,1.96677011656571,7.0005598462513
"647",2022-02-12,7.80417855266495,57.5568213759016,-23.3007980666277,-11.6196381903559,-2.27801641484519,-0.270231126120033,11.7635810904814,8.46243706173674,-8.48495335768316,-5.59519250746216,-11.9407570360025,-17.5879486948316,8.24657253921029,7.10201772143617,7.67588076827176,24.0937063538511,2.81890480469051,-22.3252368082664,0.626974013635454,0.012774206667981,-1.55945328338894,13.230907338612,-2.73090301167811,-9.42584686573812,-13.3404635211726,-7.99224673067669,4.68245938356581,1.1301317310528,2.79126060751271,-17.9236580781783,-0.953789170970918,-9.11846041421263,-13.3567161512952,-1.41928823164029,4.15123537106707,-3.51469633975705,-10.7130195623498,-0.852776744967393,0.186547964341514,-28.8146714555586,7.5923618565682,4.57704561815308,6.62796183624101,-10.8292964086657,-21.2757300232599,-21.2090396243719,-8.53584023971135,12.8576940566836,3.14528146767149,-3.56444872201957,-17.0327977163994,-5.09510536513291,-5.61468940965816,-1.29676263018561,4.15799356902176,6.14031518202106
"648",2022-02-13,56.1282441364479,-25.8837862961774,-13.8538764273799,-4.25918575783697,-2.05043896884461,10.4177648188579,5.77959755695683,-10.8909650672166,-7.82702234579847,-14.2022781809432,-19.887692279119,6.60081927048688,5.66909430472976,4.95565816289541,22.3960245128702,0.746811504805666,-24.8192544324531,-1.33506000669164,-1.79886297144,-3.14343689766601,10.660915410448,-5.04767682570902,-11.7793210105148,-15.6722472890631,-10.1445206624005,2.9381406005252,-0.428862158795417,-0.102970435808148,-20.6049391006656,-3.14370151739118,-11.383477124633,-15.6368800905558,-3.29360681690406,2.62347514234464,-6.61265112151921,-13.2508048822344,-3.05905505836702,-1.90363070702288,-31.4295180107147,5.86793233418463,3.03977828207348,3.8191716103436,-13.3901369381387,-23.951011605786,-23.7694108441873,-10.7589740153767,11.2158662502591,1.56844625873208,-6.69576566480286,-19.7584177430761,-7.43263519192264,-7.8648805464655,-3.39015311514542,2.33509294611286,4.5962836715234,3.09526245805904
"649",2022-02-14,-44.5143357720435,-29.7226383684454,-18.431242725275,-14.6806785025276,1.29364069087131,-4.13052643096897,-38.5944944277851,-23.9287119372346,-30.2712782429771,-36.3436268140122,-5.07999728665323,-4.05454176670644,-5.15949975956573,2.91978202101203,-14.2062325692422,-42.5474148204908,-15.3788350909766,-14.6620576856501,-13.9019553205327,1.04186438845256,-31.5312716723578,-28.7673262191818,-32.2539703934961,-25.5548296262634,-9.45193928347837,-11.0272103521239,-11.0052137404421,-51.147967024543,-18.9552700750767,-27.4970281200074,-31.9680965972974,-16.6123648056791,-7.77182490325016,-18.3559842693229,-42.0600747378026,-18.9931106125714,-16.7795192686,-50.1639036418203,-6.39062098469367,-7.42947006797571,-6.89409946659491,-42.3634292561063,-43.277626618648,-41.9992674966443,-26.6921252284706,-0.460189881296298,-9.17968688119513,-18.7120585430594,-50.4944703463161,-24.3240529141742,-23.8929663070408,-18.398440734436,-10.6339418139556,-5.93739331606041,-7.93785901187634,-39.5659818305159
"650",2022-02-15,-20.3078116138873,-9.97329564563453,-7.173361741977,6.9764139104731,1.84047531761658,-29.4528896064355,-9.50502067563754,-20.7373927917698,-26.5231348488061,1.86291691348134,1.99780888686608,0.933761227285131,9.3849176151942,-0.861495473474871,-32.028810373483,-6.99822658256923,-7.01639876319672,-7.20953980449485,6.83511964582431,-22.6885604101448,-13.6620362826189,-22.4152410033537,-16.3590972940842,-2.08750090959789,-4.43832224850171,-4.44037912352332,-40.8912344822094,-4.94656807982636,-17.9357269159412,-22.223160086868,-8.69591244998292,-1.31286387058845,-11.285961824009,-32.3310026703683,-4.92568235954362,-7.95224799544247,-38.9852995384558,0.895716415607647,-0.928162705008888,-0.445329907422814,-32.524804683354,-26.274138716239,-31.1812916232596,-17.1852124535991,6.47999731969411,-2.50877213112101,-11.4801263456074,-40.0005335260291,-9.51354990929091,-14.381117287868,-9.44354182425032,-2.92509652726052,0.597023532066353,-1.2986719024068,-29.7479090644824,-9.82217631483719
"651",2022-02-16,-5.86073995176701,-3.49677979605206,9.77796841428832,4.7928641710449,-24.9043703419211,-5.682145572421,-13.4380566774752,-21.7512801962687,5.26052681763984,4.97907828129811,3.94398187059041,12.5986735070994,2.69345626951571,-24.0136161237223,-2.9287422268323,-3.27768299031621,-3.91569677160638,9.69467420211402,-18.2970463043659,-9.6179899125203,-14.9529621762323,-11.8967572550285,1.51104014517469,-1.19806633369625,-1.20271727095905,-35.8021790924941,-1.17776803184147,-10.7170253440311,-17.4974136123711,-4.8304621150831,1.86094807105629,-7.80206647636016,-27.5081456200769,-1.12296413676058,-1.3177143500615,-33.567829512663,4.45092177887689,2.26392337855584,2.72980547239786,-27.6520169124181,-21.6561903999267,-23.0865475893765,-12.5808619321097,9.86388286117116,0.764020937233392,-7.92229684089864,-34.8077906319912,-5.47271525158815,-7.29471575036309,-5.10931337417927,0.830906355628487,3.80036334262207,1.96491559879626,-24.8938524360333,-5.73418949039998,21.2219572470078
"652",2022-02-17,-2.35335961495769,10.6491688598713,5.71485697561507,-23.4811059337214,-4.46938140198274,-12.2181837115537,-19.3956156016501,6.31674847749797,5.90578035595857,4.88359653110309,13.6037858817718,3.82047439533712,-22.6668077029632,-0.92875412266483,-2.11589642777332,-2.89225262964893,10.5868497855249,-16.9242517991828,-8.33675278365294,-13.6923634498284,-9.71329480124502,2.62881674966719,-0.191678825193602,-0.193030107148349,-34.2120910968807,0.0154992921738865,-9.49118877752489,-15.1950130524749,-3.63025681318355,2.84630611255189,-6.71607440227328,-26.0019402056093,0.0802832958151585,-0.185293720743564,-30.9395843752017,5.5543629580282,3.25456509938449,3.71911621017331,-26.1309226050915,-20.195894979056,-21.6979338911177,-10.3563882135477,10.9137426531549,1.77931496764949,-6.81422695942136,-33.1875586974656,-4.19569395498288,-6.07307552946433,-3.02390985573402,1.99576901563053,4.79373008771458,2.98091009793867,-23.3799784519245,-4.44304055684431,22.1270880709835,28.1722456268914
"653",2022-02-18,11.0421523480508,6.13119694586503,-22.8365591255607,-3.93961652270186,-11.6766212836314,-18.8436705737104,7.06466117399339,6.32370946371011,5.30779619856369,14.0588452126611,4.31286638839819,-22.0689082553719,-0.457292770825026,-1.29669006231451,-2.43079222688791,10.9895413719811,-16.302888539625,-7.77689142072355,-13.1327511283628,-9.19551092815743,3.41373702334756,0.261996162374584,0.262599986197786,-33.4925595130349,0.537002926737682,-8.94702362181138,-14.6458299825019,-2.79087185511256,3.29040982838229,-6.22611830289951,-25.3205380015062,0.606229028005318,0.317388323118961,-30.3090823905774,6.32299881072819,3.70095986510097,4.16535748131956,-25.4429549944731,-19.5574977648523,-21.0815458722533,-9.81974640642406,11.6421904670546,2.23672722537495,-6.31452372568906,-32.4549309000388,-3.63733869807102,-5.53082133392698,-2.51804133658844,2.80090019838844,5.2411758258837,3.4389948282917,-22.6956067307806,-3.87842995128638,22.5288395914868,28.528325248379,10.9497392538994
"654",2022-02-19,3.66864223341569,-26.6849769369815,-7.05570730647781,-14.8848923320429,-22.1298960458866,4.70113722638794,2.36944968771408,2.80008326139225,11.343551713648,1.41809483362848,-25.6087652244359,-3.26237385740197,-3.8996807059707,-6.7775691218919,8.61020598730156,-20.008179920855,-11.0666675974797,-16.4439640277424,-12.2741161947425,0.906298582363592,-3.99283967275467,-2.42817152066963,-37.7806259172042,-2.52588905172106,-12.1649775450166,-17.9089786552024,-5.48642513941521,-0.856849975989585,-9.11818574465476,-29.3789543541511,-2.48128900241563,-2.65358295047164,-34.0530164001506,3.841882076138,-0.450183140674542,1.53258610084368,-29.5380959011163,-23.3034248390932,-24.7225549029035,-13.004352580501,9.27886331117776,-1.99931424344049,-9.26133897729293,-36.8134424878413,-6.91213329710397,-8.73221624710009,-5.51820961333758,0.175768671580665,1.11423933640562,0.738838526460129,-26.7647856844403,-7.18846644128344,20.1581828140952,26.4177599714618,8.52156124689176,0.162260262747762
