"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42"
"596",2021-12-23,-30.0717496201523,-398.510884723568,-24.4626013104265,6.57910267739086,18.7270460944376,-7.02925028802255,-30.1642700916748,-177.826592123789,-70.6769280838673,-0.254355089288597,-20.8447756995819,-16.7814139082755,-0.231444619960479,3.49206631729815,-1.02338820627165,-22.9300623174802,-9.24968596718915,-113.274262247358,-23.3041821062104,-27.3704825016408,-31.4640377295777,1.98888625351541,7.42955941973098,6.94865272544098,-76.3203914347936,-4.86821754658617,-17.2051857093172,-53.7488683072265,2.12772000144157,4.35863176358466,4.05469592173445,-79.7866889078232,-41.0637762694543,-23.7300736131937,-19.7727333504757,17.6738577291382,24.0034305642425,3.45696787455617,-82.6475760409969,-10.4326616154828,-20.2901054735678,-31.1509676279057
"597",2021-12-24,-359.354598529794,-22.4900781035625,8.87415424506091,22.3613808747022,-7.07475073605759,-24.9683288475337,-163.144675150703,-70.6864491530721,1.5996075142761,-20.8660423886417,-15.2530270557418,1.43473713044058,6.20915240417582,12.05101443775,-21.8202701293283,-6.73270182217724,-111.899302640864,-16.503135809819,-25.8147728636052,-27.672984654963,15.4662691017518,10.0624573990728,9.58069175493574,-75.6174117449131,0.63518955752477,-15.2168507569489,-51.3677589795182,6.00481988877903,10.7845405898517,6.5773333445,-78.6356490537508,-39.1061735028485,-22.6044701408816,-17.0817519499443,18.6676060191518,28.8383054402557,6.00810667018041,-79.0429965316342,-9.45600724077684,-12.7893080423595,-29.8864233690575,-0.271297264263121
"598",2021-12-25,26.4327184992337,22.3941287891004,28.1475363000032,-3.09990470365683,-20.758808995841,-129.677611165029,-6.59442346612182,31.865391088064,1.99572344975054,-9.29967393892766,5.98754025396365,6.64958706370253,19.9005735792111,25.9538876720901,23.7436369274511,-68.5962844569558,-17.9698069244429,-26.6021637414519,-25.5047161972088,23.37558025277,40.5136001610167,33.4316677706099,-40.7578830618152,-1.11015742913074,-13.1763219121404,-48.982504733697,10.386609609379,35.3397599207894,27.9373912994928,-45.4060331137219,-41.8518928229968,-15.4442807619943,-17.7482129082026,21.0405266757866,43.3013968651087,24.4029490967658,-49.2785604333509,-10.7018545040656,-12.7805203504444,-27.4519246586924,1.40284658124821,31.4499355820233
"599",2021-12-26,13.674462554583,25.8523185460645,-4.28537224837737,-18.2807969896983,-127.648840849133,-6.02283601776837,15.4694330825152,-12.7764642269029,-15.2350204246121,7.99339283847273,9.15138709133334,20.1414745887918,22.8179755944931,11.5150525188771,-96.1500631693192,-16.3523397965573,-22.3593303410751,-19.8773221241736,23.0863111171348,39.8927243113238,28.8392565916542,-53.4496281618703,1.67830698306909,-6.15775497803309,-47.9848594226383,9.54325442776356,35.1169384894367,23.7821734557998,-56.0281774652282,-37.4432688652368,-15.4404753279808,-17.6482729064884,22.0403100775194,43.195115710468,20.2833242796523,-55.3372157596306,-9.315402190713,-11.5872017607281,-27.2841917764827,0.598922901005292,31.4378077176696,20.8943860845009
"600",2021-12-27,19.6830892212837,-4.27368540828083,-21.1240580632384,-142.976526511475,-9.78948576527415,15.5998860954706,-18.3060928552117,-22.3760326793794,5.94072572804854,7.53894797867174,16.7226149248067,22.3503891583229,14.540920825448,-103.500074898745,-25.5584136531757,-26.6546164757691,-21.4771067504921,22.2634545228656,39.6378308072992,29.3743230230603,-58.9373755736464,-3.55361207828369,-6.33024717268507,-45.7232466121748,11.6160573121755,35.8444908607474,25.0397752628852,-60.7308380035762,-37.2666071414462,-13.9667478248652,-13.455160709694,22.7944938440492,44.3108546085177,21.3251854347197,-54.9427865785936,-9.44356478059271,-11.1340269212776,-22.7724530761868,4.6022473562832,32.511375940571,22.1150576769361,-56.4186815407028
"601",2021-12-28,-12.2359840888295,-24.2101962388545,-130.968909331985,-8.77829648835811,15.3010958794704,-19.4337257600708,-36.8410238561912,-1.46652871390272,7.28490994140744,19.0015790936138,22.3186795994994,13.4377755629939,-108.003595139778,-49.6014698787761,-33.673243989019,-27.5936044555599,22.4668993324975,41.1527848955506,30.2511841878225,-69.2548905982746,-29.6789308716508,-21.3545726746859,-43.3926293414977,11.1477556021805,38.1704529019769,27.0810925226015,-70.7843767875929,-68.8871637110375,-17.3399723520583,-6.70395988686037,25.6722115823073,44.9746687894467,23.4061906046409,-73.6824046199412,-30.4217521503931,-11.0974779908987,-18.7739439416233,4.9032388266958,33.8357326364618,24.4145679403065,-75.5623774572956,-35.009884065168
"602",2021-12-29,-21.2231352547058,-131.884736479991,-9.13044673050688,15.4715295723921,-17.8503371265187,-34.5208459269843,5.14915432968723,7.55819630238937,16.8807253438877,21.5298419899875,14.540920825448,-103.359879992425,-47.7149903000318,-32.5978447272034,-26.1619825593257,22.4070206349744,41.1517810781692,30.4520647448778,-59.8437602228225,-18.3366271163646,-13.4892204246269,-41.5373785003545,12.4965331586724,36.6570694316197,26.6119480127922,-62.0147847688079,-60.8684558472994,-16.8570920483261,-9.05942915916689,22.6862209302326,43.6491726843691,22.5918813963635,-57.8780616122056,-17.9148851723674,-11.1289658912091,-21.6494549561233,4.69752447594082,31.7009543911588,23.0436259174954,-55.9844519534442,-25.3775959597889,-4.280153297339
"603",2021-12-30,-124.199808858574,-9.73800086643348,14.2736256819535,-18.6991750026626,-32.1660530124013,9.781494365273,23.8148126488016,22.3324217964618,21.9387254901961,8.10600250375499,-108.600071789741,-44.8434558574464,-28.3773209408676,-11.7368252514157,24.7335004913089,39.2843551636129,23.3460054881748,-70.9436307726818,-24.4540040945023,-7.99791324370674,-35.4860433802053,11.6406973482777,34.2414364702349,20.4518670863738,-75.0891946381212,-70.0564699437144,-15.1599270234847,-8.36479814862433,23.6614591883265,43.3013968651087,18.8284453814417,-77.9390990043062,-30.0501268395941,-11.1586356483647,-20.7815929956487,4.5541622670386,31.896672537383,21.5534520954804,-78.8411744304653,-32.8972248218958,-4.18637115953208,-12.8790973791928
"604",2021-12-31,12.636996708846,23.0560261961402,-13.7527547701559,-33.5305270099467,9.26043054887318,34.7710352140073,29.9056067989129,29.1197329995828,16.4587052702639,-99.2706086959799,-48.5484639150919,-29.6192280820613,-4.19357993214513,30.55568732423,41.7323841466199,29.8218105781879,-62.2657279584264,-25.92334887451,-7.71436057443096,-30.857978850038,18.7158245180242,36.7336952692455,25.0434303517141,-69.4923035997872,-66.3802169070941,-13.5374180276582,-6.60332219079455,27.1964911080711,44.0864179981426,21.6380854178554,-67.7433762494885,-23.9404833904532,-10.1445866825444,-19.8094201883915,6.09728037319352,32.6452374099405,23.2150864849732,-70.215650620474,-26.1124348224688,-3.54745147191157,-13.4356650525205,15.5638923471199
"605",2022-01-01,15.9931238935192,-17.7107184112861,-32.0926755325969,11.1981594944003,32.6048889555644,25.2946060059775,24.0372079682937,10.4814879093646,-102.246255769323,-45.9882984510844,-20.2559651091398,-6.46566924601647,28.386428579496,39.7626838710987,25.3484174649382,-68.2316736921797,-24.0404132857136,-3.97834890405319,-34.8581298846249,15.083619429354,36.5054086427033,22.2264097216988,-73.2730501986103,-71.6642830239866,-14.0481987490368,-8.28754949858576,25.162585499316,44.7423570440287,20.7684089098166,-74.2551781921631,-31.0343411901082,-10.3245013396844,-19.6211663870099,5.42699594271115,34.3862550616844,22.6596198556352,-76.4904751037396,-35.6086578680979,-4.17978960449073,-12.4839872126455,15.6959313115214,40.3457698372801
"606",2022-01-02,-21.4333816698208,-34.0635040574454,10.5114754842894,30.6957747768135,25.3472537551479,23.5931198720623,5.52297469574016,-113.693002761361,-50.6117737426823,-22.571062604535,-12.6614931043941,26.8361738894724,39.180343784197,17.617523567796,-74.10608719425,-32.0194252255214,-6.11652455136739,-38.139561078131,12.5094473058399,34.5850011681333,13.8382141630804,-77.6460135927068,-76.2929944609938,-15.4730410613648,-11.0058112625354,24.4276162790698,43.3336176342374,12.9387254323081,-79.9781238024721,-37.1150187319401,-12.3296048994173,-22.19660295388,4.23047221799041,32.6775491929478,15.7142110858195,-81.1550690247216,-48.7738626162691,-5.66893338636072,-14.3638348338173,15.4937255716676,39.2467491982026,21.4034006637003
"607",2022-01-03,-27.9290542397098,10.9837791960987,30.6575112112374,26.1671173521831,24.0465947017105,7.57772551341652,-89.0552795136386,-33.574361290455,-25.6361548070205,-14.8074810602222,29.9033985023549,39.4990790588641,19.6402629425745,-64.8468095447281,-14.9243861982397,-6.41064592169733,-35.6692496140938,14.6709282046541,33.992920741227,16.5888270335395,-64.2763503702192,-40.4883438556013,-13.2773788170516,-8.72090511699666,26.8198529411765,44.1184871401224,13.5101484099291,-71.909809499685,-8.9052577531752,-9.2637051843661,-20.7451802237102,5.3103729658834,31.6849184267394,16.1833408396528,-62.9815391486365,-23.8026911396757,-2.44961394459443,-11.4724830257306,16.9763751571708,40.0678160041538,22.5743261628093,-42.3206714787343
"608",2022-01-04,17.8126065928742,35.9052592166924,26.7392281643432,23.1333437630371,8.38451653409865,-97.6640918456464,-11.920183118976,-10.2791339388422,-12.8507507002347,28.0633302838297,38.2503640635069,19.9291027260904,-64.4789923918834,2.16380997922862,-5.16268304090762,-35.7670381093541,13.5365594413776,33.2395674569181,15.606720817017,-71.5946029193518,-36.9802012795289,-15.0971812711174,-14.4407302648496,24.6365389876881,42.5056860180815,13.0189447758603,-73.124330196216,-9.84980848061287,-12.4256528303492,-22.9350442515794,2.94267700513596,31.3033818295619,16.1833408396528,-76.8324781416944,-24.2667468055848,-5.4393572974247,-15.524847699806,14.449453926802,37.8912213641961,21.2775468393446,-46.4800091684264,-34.7260283959862
"609",2022-01-05,29.2853583061475,25.8908776281517,23.2762632978723,10.1961444895483,-86.3971159743479,-16.6059349434938,-21.2733152668685,-15.1014073602672,29.0259885474198,39.2932685883808,20.9802570425083,-66.8576484626433,2.477124085337,-5.85291166464787,-39.5239594612929,13.0431110533087,33.2409803419849,17.6164513693721,-63.3723033597747,-36.5800917109814,-14.2272279535474,-11.8062912488215,25.9211673506612,43.7268626447565,13.7822218852126,-75.2654371504842,-8.89620153215511,-11.4686131076426,-24.3883779062694,3.60904335888182,31.4614657145598,17.0789360502153,-64.3334781147012,-23.5370270450943,-4.48063964948366,-12.5568793507959,16.464017773671,39.6443317804907,23.4753890512317,-43.532780515195,-33.2275495788978,-14.5606906809832
"610",2022-01-06,22.002918725249,22.3273004015436,7.62608741703601,-85.0166049105313,-19.78036500621,-28.2941164016683,-23.480399508721,27.4585572459594,39.6341605735713,18.7851040025827,-65.8315068557168,0.992524544598694,-11.0326911827218,-52.698616881571,9.40561495105682,35.1612765657622,15.8964937867478,-66.6838675611131,-37.9966339277954,-14.1189359128322,-15.732815633839,23.8947332421341,43.476218229374,14.2800831861333,-74.6622159220072,-9.42628883587572,-12.0222323820865,-31.0715466208198,-0.180384750757785,31.7195335712078,16.1833408396528,-73.630895853118,-24.155891284833,-4.68427952393196,-16.2903947580997,14.9399198034933,38.5306644260039,22.6179072176263,-46.3003297107199,-34.0991354946396,-14.5459747771046,-13.0031045351492
"611",2022-01-07,20.5089239153108,12.9237156557852,-86.9150478645379,-22.0918058364041,-29.7419177270129,-28.55792187367,17.8026745276093,40.1669364373024,18.5837002321064,-68.2862538282036,-2.96652171530755,-13.4955566482376,-54.4826553416326,7.61388867561176,33.6118126091648,17.701493501599,-67.4257461387992,-38.8658601789444,-14.4006660973152,-18.3138081769092,20.7369357045144,43.9289958492068,14.919700892896,-75.5510658404942,-9.42696433371414,-11.3783864245311,-24.7718424985023,-0.105547296220613,31.6287773224356,17.9494601536158,-73.7168649026243,-24.3784737475409,-5.03410624758967,-21.0618193671804,11.0628078493145,38.2470667859943,23.508286345365,-45.0881359070029,-34.5205250332585,-14.7625652159352,-9.58426482553777,7.17642434459785
"612",2022-01-08,6.08047492225217,-100.875184773792,-23.1867303750997,-27.9909667675848,-25.8292359638918,16.1043607901603,30.4961851556805,14.4507131102069,-72.7588243403651,-1.97216037298823,-14.4537855438159,-54.2254613594649,5.29434070471287,30.0044277815479,11.1305530729666,-76.9155196070196,-38.7762036078605,-16.2809639749807,-20.8531756235536,19.4352941176471,41.149997156991,7.65360906246542,-78.8748453362172,-9.44356478059271,-12.269453777343,-25.7704526308782,0.898688604394199,28.9327289008283,9.74093459764099,-79.6142005982661,-24.5306979009493,-6.37212366628102,-19.4539710997782,11.4850371861042,35.643473123574,15.4556003713307,-48.8016690333685,-34.775347830674,-16.0842736222565,-7.6386968851954,7.9800900858509,38.5376968545639
"613",2022-01-09,-101.520289080893,-22.9926198125699,-27.3704825016408,-26.1656323595579,15.9259275573476,29.0346524187178,13.6324926666629,-76.7982820984943,-2.88450402725683,-14.6707312441785,-53.1580308161755,5.37709048573385,29.7076004687367,10.6415129555252,-79.3915563609308,-37.3057726294608,-14.4386088357787,-19.1663255335562,19.6803830369357,40.9594492143818,6.97826557160633,-81.7063312289316,-9.0025451918554,-11.4282949857526,-25.1075971013628,0.729605717444352,28.9341080622981,9.13154419193457,-83.098370350739,-23.8968364624915,-4.92278389735187,-17.3861876841649,12.305981611341,35.725767242901,14.7753952248334,-50.8908089237542,-33.8474133886397,-14.7144568602868,-6.66108429642387,9.40828426369582,38.6422072541208,15.6042212485319
"614",2022-01-10,-18.0812795746384,-28.0264486693625,-24.757826212085,16.2623589604581,28.4065942429762,13.7980284873009,-49.9690199798737,0.171149075748296,-16.2730146166218,-49.9297817166233,3.62760874913232,23.3941643396709,12.0437569766732,-72.5030101565281,-36.9195303302069,-13.6616800844806,-19.9509694008743,19.2546238030096,40.7592539944277,7.84836057931957,-81.2155599072505,-8.58454152946711,-12.6062178369413,-27.0037162604183,0.639456389835944,29.3409844909533,9.43568707168333,-80.6299605000438,-23.6152758943408,-4.58380535737243,-16.3129735031261,12.1320343132315,35.880538818828,14.6833256734942,-49.6000138340162,-32.4779027489366,-14.0744652038494,-9.02337979603283,7.29416307940438,38.765795085685,15.9092792935224,-78.1403148253593
"615",2022-01-11,-26.5968708318337,-26.0259552984763,16.5177040626165,29.2443462332747,14.6541503626314,-47.6962548251722,2.10578740716388,-9.15234520225945,-48.70652315821,4.9455412111459,24.9571684448252,12.2891653834972,-67.3396416613664,-36.2210505938036,-14.8394362981323,-15.9435330419131,19.3436388508892,40.344027785675,7.23788971746299,-80.3466051908575,-8.41602231872859,-12.614298473185,-30.2298503625592,-0.323996490804117,29.2318127721203,9.43568707168333,-79.2739337097649,-23.1024106932534,-5.32061479624631,-17.3900479096879,11.6790982104882,36.0378024094694,14.0866099152616,-51.3392548347852,-32.7413199939273,-14.633232715502,-11.092113717095,8.1373982301938,39.0071721422526,15.2451431550577,-80.123747438911,-12.7747130212611
"616",2022-01-12,-19.743662757783,19.0538576220649,34.8371566344126,15.8697495440436,-44.5840537989176,5.24394074677347,-3.7567010062003,-39.5239594612929,6.304401987499,29.540645477099,13.4198440814481,-66.4522555172869,-34.3223804293718,-12.9637232366387,-13.1068038056056,20.7052325581395,40.8419476507269,8.27037192190382,-77.1829270668927,-6.96091597506889,-10.234949814996,-22.3882692571075,1.67715573019817,28.811208499518,10.4057398999428,-78.5346898611326,-21.2488540214298,-3.86376783648285,-12.4301406408832,14.6731622839725,35.6810193639092,15.6217274194802,-47.4279613949571,-30.8458840572997,-13.209448538566,-4.11206904496705,11.3387573604456,38.6117239252379,16.6534917336706,-76.3286637563936,-10.7689022721051,-12.3120525839096
"617",2022-01-13,23.6880188391556,35.6511409014568,15.6510129374723,-44.562918843641,5.21849175869336,1.96851176698689,-29.6710261904213,11.6356857712475,28.6176532757796,13.8559093394399,-67.6920399860793,-30.2711097239452,-6.45872897040325,-3.23728979172024,25.6050239398085,40.5197020526525,9.70745629682483,-78.5123049044251,-2.18672300248639,-0.540509505380003,-12.7078967282065,7.41434369223208,28.8172315041978,10.1792022202476,-81.0603231160222,-15.9892660007258,7.44183559101427,-3.18918965287994,20.9683270826777,35.87252170556,15.4531537958504,-50.2606135386193,-24.5528700051207,1.5306451190159,6.389032617368,17.9656044692447,38.8699598022398,16.0042235070919,-79.6208128324549,-5.38603887215987,1.98087758869943,-5.2938685082582
"618",2022-01-14,26.9440230159173,14.3719769118163,-43.3716095279042,4.25792282460885,0.92672267328673,-35.1546867226945,-2.66729761873051,21.0329413597072,13.4698099234166,-53.2449287362943,-31.2744455067677,-9.60853061215529,-8.3201851375675,16.7521203830369,38.9631072193476,8.36286034997346,-78.2979068022837,-5.41411867482024,-7.18861906179559,-22.7104599302656,0.269554923993685,28.1192235121046,9.91244994096383,-79.2556213206515,-17.9758914758294,-1.93987819771179,-11.6552218128477,14.6213560021023,35.6352598835007,14.860449925993,-50.0620038572492,-26.6056563816346,-8.88813292037795,-2.69741051750152,11.7467222455694,38.5419140229718,15.9639985545216,-77.7064748709114,-7.10364084314262,-6.81262664088853,-14.6050734041233,20.7723752786759
"619",2022-01-15,10.9907101787275,-49.2647045078558,4.96598499678717,1.21007879303935,-34.6412224585871,-7.75435124495513,18.407292860295,10.3123904520226,-73.3368155144067,-35.9780178101567,-12.2647583146904,-9.86906659809719,16.5276105791154,30.2952701806258,6.15483534938302,-79.5751739054188,-6.34379969984096,-10.414159188534,-23.3154215243171,0.549292469762949,21.0345652700301,8.87692780543619,-83.3586823423171,-21.6991440176735,-5.29510541200669,-14.5710914144295,14.174401820778,34.6163811301239,14.7528215646193,-50.6433834748607,-31.1109996063023,-15.3528395050942,-7.6386968851954,8.4433377521698,38.5445251202336,15.9397491492758,-79.5204741117097,-12.2815658362989,-13.1859001155371,-20.0640663965967,18.954885256874,35.6233600541711
"620",2022-01-16,-43.7275565234459,5.7736685395777,-1.25997405546294,-38.1940999234587,-8.25040857802312,16.6245211580466,7.25091456982616,-66.4522555172869,-34.4246290428643,-12.6309965773048,-11.7464643867318,16.0767168262654,27.9672927604354,-0.643272327682751,-83.4547098978326,-6.97470768093542,-11.0511560980451,-26.1465355837482,-0.862607276503281,21.6358282735525,5.53864435869658,-89.0635222116704,-21.6922343239681,-5.5052866692377,-17.0800557159217,12.0269643828905,35.6616595837363,13.0398471690606,-53.1369309913158,-31.9826734392972,-15.6697347096571,-8.31253110459835,7.64201664446432,38.9107725662028,15.1420634203632,-80.1054771209385,-12.9285427502509,-13.7563030149966,-19.397730734944,19.4336234515953,35.8876532594536,15.3145471171944
"621",2022-01-17,9.38883046419304,2.11074199776934,-35.3187235102827,-8.98160001713181,13.204245330248,4.44064777825237,-36.7266377851648,-27.1199275161916,-11.1219370830031,-6.93129339161739,9.10398996808026,17.7131877712704,-6.02577377896505,-54.6317784142944,-1.46298656844299,-6.82871177646409,-22.4082010223733,-8.61582885490596,11.2733629381907,1.17010942996604,-81.253005031357,-15.2395453330023,-1.77737136842782,-14.9789778551729,8.07774508177533,23.5406961400524,3.55976732381227,-55.992977202355,-23.9372948418733,-11.4295886317868,-7.40652821335187,6.65924605022546,32.8388670531091,7.99466227000331,-88.6374641690878,-5.73493019436079,-8.73665371954086,-21.9448707387806,17.8167678020404,34.7114417897938,5.96978326124573,-31.1410676072302
"622",2022-01-18,-0.826457431370889,-36.9364041992735,-7.3116897972231,16.1528474640382,7.41859800124669,-45.6605903506982,-32.8421844175615,-12.5774277754238,-9.68241707379789,10.2682626538988,22.9208553666534,-2.2836657090897,-65.6135808603366,-8.48029786304685,-12.614298473185,-26.9840140356354,-6.04596451229357,19.2885125843487,5.379523571872,-86.0497998827025,-22.7488922207155,-6.14156837854052,-19.5659819770359,10.8122648252168,34.9379000599735,12.5665948699657,-54.0448222125475,-32.7806125731107,-16.0219699253156,-12.7479283350054,6.60450413028699,38.7006884428894,14.7235861414762,-85.6944383610977,-12.4731179852176,-13.8036754161369,-24.3422121666911,16.4298548670476,35.9431352977244,14.3586025239918,-28.5748517682086,-3.02901778709828
"623",2022-01-19,-33.0010572421084,-6.1890025264198,14.771694831659,6.54049531339048,-42.4519675023101,-34.3495640523857,-12.4976398990975,-9.4373875032142,10.0052952576379,21.3606009489332,-5.47498262811994,-61.3301816020733,-7.56480579262147,-12.441064517501,-24.4356173376518,-8.22078165412009,14.7678211647318,3.89100215451658,-85.6604116207906,-22.0606485283725,-7.53149505077775,-18.1582059816339,10.1657521949646,27.8954802405684,7.32120563581238,-54.9595202444552,-33.1101350151689,-17.1436366866301,-8.78013689973064,7.98294988974543,37.9068261964984,12.7296616677207,-88.6532930372447,-13.1832904462086,-14.3511341798315,-23.6740051982833,17.3944131933679,35.9174716293242,13.7752679630727,-31.2099604997167,-3.37008294325368,-23.2384271576035
"624",2022-01-20,-0.28875327946217,12.7851450524918,5.85377331589739,-38.0733798157504,-27.2962512280369,-8.70361304005147,-0.434703008485482,12.2116643866849,19.4873580864654,-4.87881533929757,-49.9148334340069,-1.85309707008938,-6.017649810743,-12.5279867233785,-8.24639142943697,11.237247753366,1.4133080958699,-67.2085334301814,-16.0741161640277,-0.747445044350178,-9.71901847332371,10.566760568621,23.9219374025172,4.54835530678228,-53.0079152273187,-26.5341346240444,-11.2744682616996,-0.850350346396611,11.5635054948799,31.9972003782314,9.23439617399947,-84.0626779378915,-8.65146454968519,-9.58357645480987,-15.2603843419583,20.2990469652006,32.858992012651,7.65304122081698,-30.704616260809,1.85009090174666,-18.31151786031,3.87078183059073
"625",2022-01-21,13.4855095842558,7.18550981609698,-39.8374035449843,-29.9561989195909,-8.9615062054188,-1.45418359475444,13.5788816689466,21.5590492977768,-3.62115441270614,-55.8986168754831,-2.30952010953566,-6.40624335473992,-13.5639966517695,-7.08933448438694,17.4177985499102,5.50897410928391,-79.7024620194301,-17.6356154223249,-0.635977069674782,-12.8057691785297,14.5534605480009,28.3125559348487,8.77094165717762,-51.5527835532535,-27.8754795778943,-13.837545521924,-5.32602062580477,11.4154609517103,37.6023098521791,13.3577446020417,-82.1639194272894,-11.6694041427137,-13.1279065716824,-20.7300240354777,19.5905370755882,35.5241426863835,14.4037644576545,-24.9548580273542,-2.59545684887743,-23.6098045475506,-0.941370604888666,12.886063096099
"626",2022-01-22,1.69597018978945,-40.7783444739126,-28.0064187151508,-8.16535635328186,-1.05376703522757,10.7825809393525,14.6726433034502,-6.39516707460026,-53.6693556244033,-2.23267785543087,-6.38753030238591,-8.87860292480485,-9.1933329364183,-1.47618819186505,-1.83499080983043,-70.8280696717389,-14.6139425005252,0.272970497493246,-7.61515267191944,5.04230755913317,15.5188947531951,1.76731638108043,-51.3511561575613,-21.773775612869,-9.32596973893239,2.05722192818228,5.98709072352633,26.4603866985779,4.42174466227001,-85.9993843653123,-3.738023542294,-6.52167736401162,-13.9114298288177,20.8165389555743,29.9427184512787,2.76663444726349,-31.4756569988243,6.00792778068209,-14.4113428635617,4.88738909532115,15.4069592258153,28.2739353788283
"627",2022-01-23,-43.9387848168105,-27.5309939394897,-8.52885580112802,-1.07876917802348,11.6674247606019,11.4673401439194,-6.50734881284902,-61.365669024376,-2.77824910960284,-6.86885977969633,-12.0196578469562,-9.01187418026829,-3.79059246263986,-3.73405109977725,-82.5462380156609,-16.9997763750151,-0.818549942151959,-8.70200452933129,5.35568659796373,15.8649940490998,1.6127724578099,-52.6446875343307,-27.9769017788448,-10.6881910195309,-1.85887004400068,6.08310711811274,24.9617860168023,2.7311438476827,-89.77423483665,-8.81542294004927,-11.2992702001289,-18.316613818707,19.1452399935037,31.6269122809191,2.53313253808443,-34.4699180390266,0.338075713844099,-22.0260603265818,-1.8971714567377,12.5461573413371,28.8805490834573,8.60014197772856
"628",2022-01-24,-23.5006097384314,-6.49730289864299,-0.869611725379281,12.9731190150479,11.4025669212739,-6.67312647847441,-40.8355254184447,3.58090854109266,-3.58620762982179,-8.19606429888007,-11.3607589949411,-5.27360793209158,-3.60721763051866,-53.1251610385978,-10.3382387582686,3.35257584522432,-5.85017178003577,3.40028434152612,6.17458795306583,1.51137486109397,-45.4516670667681,-20.8696152826776,-5.62359029467483,5.53089130967145,2.38390007480112,20.9841570441985,2.07349730478514,-85.5471057869661,-1.10143991240078,-4.62741452284325,-10.7022196143039,19.2575777708878,23.9400092074378,2.60240047773858,-34.6183612880306,6.97110906807516,-11.6590322364506,7.36955587573619,18.4785356363474,24.9386491873228,7.37263326305082,-87.6258146703216
"629",2022-01-25,-1.38019249641595,2.93031627667781,13.7397172822617,11.0309856396454,-7.20780746363092,-30.4439459480525,4.1220768093542,-0.168757708501666,-7.03059545096673,-10.4589621955939,-5.4700456408218,-4.03027886991345,-50.4020750360113,-8.12860903667769,6.34117428868321,-3.80037773021599,3.52746670925071,3.42588798131495,0.502248219944853,-29.1876465625861,-18.7417711595385,-2.0975213940302,5.97812606150613,1.12301456593451,19.8954017427678,1.55958645767458,-82.3870079180841,-0.00933479332055325,-1.61393652134534,-10.7132330538598,18.2909044602914,21.824982297359,3.01157745518085,-29.9957877642163,8.18974496101207,-8.47418797961525,7.91189555370187,19.5755924458751,24.6738343205233,8.09718940605983,-79.6724485037364,-3.73211550674288
"630",2022-01-26,3.5073283620468,13.9778796169631,11.2762899363798,-6.95350675794104,-30.146869702461,2.88727551071837,1.01771714937836,-6.28598907846382,-10.3363679822649,-6.75303701064039,-4.21467262303264,-52.2933123277654,-8.750262620089,6.66879579637485,-1.12894439988506,3.17020517344473,3.08227467868752,0.690117206971146,-37.1874224379606,-19.3084836289497,-1.35135135135134,6.6968562302675,0.275636417919183,11.1079361920086,2.10638946607643,-80.246399875413,-0.632554065151935,-1.11007633288628,-6.93825251921144,15.8011767137647,17.2586471122158,2.28602897933237,-30.052327302562,7.35569723275455,-9.6254714861717,9.33307897929779,13.6226713341312,16.4785391460573,8.60398279314693,-85.7040685176128,-4.79807986850462,0.0444661269749225
"631",2022-01-27,12.6964432284542,10.9044440969656,-7.24708842318023,-35.3431506270987,3.20637473960083,-0.113208650533735,-6.64134835140199,-11.0476922600984,-6.75303701064039,-4.8496859518216,-52.2959625629738,-8.13649559753233,4.46238470561769,-3.57151282238245,2.32615864520723,2.88457799877026,-0.0126997083925801,-45.0681054043533,-19.7128836944803,-2.99931416789344,5.86957759626297,0.407025138690355,11.4608941382344,1.42853916342939,-79.5301466329893,-0.236043434619953,-3.6171032692944,-10.1382322075401,16.3857465562298,16.8162909715498,1.43104008992727,-31.8419791305426,8.1622991765764,-11.3331283821866,8.526465458406,12.6788856961839,16.4240069617944,7.51634333181466,-84.6346239151946,-4.39812843214167,-0.0935639909310926,-0.184577640158578
"632",2022-01-28,11.4253899660734,-6.82426908617487,-35.6504464546677,1.01944173778644,-0.145791689703575,-7.31752105460081,-12.639905254046,-6.57938830334013,-5.1374721556121,-54.7522950300728,-9.08276949596043,3.9712955821228,-4.99997855430264,0.456796573844835,3.18525415453346,0.839141091950093,-44.6546785422202,-20.0592733832017,-2.4840664165054,6.70699896252174,-0.811178304107879,7.78475493620548,0.814911012738279,-82.9053577251203,-1.325814399124,-2.14585546827373,-10.3457159299924,9.892737446664,15.510928499222,1.62067752910039,-31.4012196875502,5.80505130624108,-11.4143048017689,9.70871881398347,12.5461573413371,14.4960446902282,7.23329377734926,-79.3199801332287,-6.34815644962459,-0.521164787473699,0.0748304335004392,24.1217393678252
