"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42"
"501",2021-09-19,-24.8026599963395,-0.15988492768545,-12.7638886031034,-2.90315083019799,0.0286557019550218,13.5090455758498,5.21186155399822,-7.54119743614242,-16.4438914426182,-17.4684471648507,-32.5261144699899,4.52277151089721,10.0637628844592,12.4771997357377,-27.2807498022032,-8.47248088534099,-5.5194656667631,-21.8731192252268,0.674993135999255,18.8642963853763,10.0906819825366,-13.1253791192768,-12.6968369829684,-19.041007082436,-3.38059566623894,20.9674953634814,24.2814179366944,10.3264146233186,-25.5082278142865,-21.7214147321207,-10.6829635541586,-29.5812545150804,5.65167074598276,19.589989548129,18.8182885617427,-3.29328456386542,-10.4221405173002,-5.41645264800489,-16.3290622337099,13.8806800491488,19.5136375710567,21.8539842584495
"502",2021-09-20,4.19218986101656,-8.03396350938481,-3.23752251630616,0.350772863970475,11.9378808867331,6.36259958584528,-1.89576228238157,2.24355229266107,-2.81320013553867,-27.2504963287429,4.81366673819084,4.7952257608178,11.1320127854091,-11.184224940661,8.90466131035922,6.38947918214354,-15.8566090248933,1.49879886599828,13.5038753967142,6.89644455866268,-6.43312007874017,2.41040557598375,-9.43293887791124,1.35606238591798,20.9384479086978,19.6830864416685,8.95119515696186,-18.4120415567763,-7.15208334811892,-3.55387064791236,-23.1640178195172,6.00799647303851,14.7957269355857,17.1234640315479,-0.376315579652365,-4.37755209399668,-7.01353639554164,-12.82287941135,14.2845626091114,15.7285236147267,20.4351561294305,24.3701243179198
"503",2021-09-21,-9.71871849215003,-2.81355166886988,-0.0442997035451066,12.4998755272114,6.62862563882854,-1.76912542769037,-4.50631267200929,-5.77585403440631,-25.8286495356344,4.57897802164116,6.57028883712384,12.0558903387675,-19.0040289696306,3.65108073527618,5.88441189197081,-15.7257071006753,1.44556649034516,14.3955483134455,7.1378159346406,-8.39472878390201,0.811344053564562,-8.54595442670752,1.59705781360129,20.6311520587161,19.9132737761626,9.06663946520273,-20.7711997357774,-8.92227276921003,-3.18496912450172,-23.1480739419662,5.33034859149577,14.8813067137797,17.8006951055212,-1.67459336628926,-4.73433874462569,-3.66513875244861,-11.9145159364203,13.7243066906851,15.5858789778463,20.5580791192963,25.4739945031042,-10.2429325575709
"504",2021-09-22,-2.27811148718992,-0.146421755648615,13.3488380326882,6.54180310310004,6.51931685851289,0.647894000022051,0.384616218254804,-29.4384844978864,4.4062471262606,6.24959447417971,14.3081711289577,-9.46071450307348,7.5960745445864,11.5162966554321,-15.2157328134271,0.757320145987625,14.0609870786823,8.6539296721073,5.73913677456984,2.74896730878289,-0.596234541861859,1.58116916366966,20.6081635822309,19.5838851579781,12.2587342016606,-4.45189999044784,-4.46046807614696,6.6467000996957,-16.6124706519776,6.18203884725114,14.1318421289984,19.9472456292365,14.1731781215117,6.25695250119428,11.5094516500106,-1.93709092945415,15.9933553224139,14.427562025182,23.8501980554555,37.9492708392442,8.26340604016326,9.5768055278719
"505",2021-09-23,-0.473011689664523,13.7797093495845,6.45744713406982,9.20635481097159,-0.690499024438641,-0.640376791678669,-25.2851639347952,4.49006835668086,5.64740888264547,12.7233035847263,-11.1696346337208,8.34017168570725,10.508762189257,-12.2300161057896,1.61929580378109,14.0577666459461,8.88893205276086,3.83617672790901,3.21027385983206,-2.27348415887746,5.4946867149802,21.0698848836553,19.6830864416685,11.6433884153165,-7.82373340716025,-4.28771329685433,4.41955708778843,-16.1657147372223,7.02904169010374,14.5424255768425,20.367628126025,11.7274956147345,5.97710366477854,9.04670554482479,-1.525400915279,15.5143005470861,14.6469850714551,23.3083491949175,35.0001091231302,7.57808303918311,7.07295196332469,-12.0696178931162
"506",2021-09-24,13.3039974021146,7.1705480919301,6.59046473726552,-0.351202090016208,0.754515366225285,-23.8917857030311,5.24821444992795,5.64740888264547,14.166651391387,-8.74201205039255,8.3304050716115,11.5554808321408,-11.1373654318895,3.22985753032461,14.067171165465,10.5591248757379,5.77563429571303,2.44395660684558,-0.59201616305145,6.78754088880053,23.1499431652561,19.7480712731392,12.2483560385091,-4.18472875897944,-4.65852986333388,6.76475791223213,-15.4581452049847,8.28054546283768,14.2456587596759,20.3026796713153,14.6906394514432,7.96556165972838,11.7497384578027,-0.856007842549881,16.8949666966897,14.2129575519311,23.4635526518854,38.0351543801297,9.82409503089884,10.0896950368746,-13.8985288095734,3.4586140939543
"507",2021-09-25,5.93484203976291,8.10295862740293,1.03362471569092,-0.397772715548726,-24.0672114653065,5.24016797964625,4.30387763690571,14.446962319704,-9.9454932749072,7.55016112329497,8.88867601404453,-8.83246270238196,3.42710034454901,13.8815255221969,9.74231566868474,2.96314523184601,3.81724383952582,-2.95632867831531,7.80015994072254,23.644249507708,19.3857992249191,11.8462179170901,-6.98368522539063,-4.0875046426738,4.72276332624355,-12.5209951237132,8.80855972270787,13.9329859987373,19.9187423141479,11.9174324270451,6.23485804954616,9.95710512661767,-0.0787156137854516,16.9660397045142,14.2203368219731,23.2320592623077,36.0144595422357,8.09351991757524,9.06706198923658,-11.030559628851,3.35172042784929,24.8951896982524
"508",2021-09-26,6.47944524524607,-1.9185084750745,-1.45133288105617,-23.9615362106145,5.22356159764583,4.9059367794631,11.7936662962411,-18.1456880287262,6.96559395827262,7.56394716880802,-14.3881230397559,2.04715846240034,14.0789214653076,7.44449590906102,-4.68882327209099,2.82115690686569,-4.470010656957,2.7342408689209,22.3311059799315,19.6118212806188,8.66338659403523,-17.3655937480268,-5.0909490926382,3.57118026271942,-20.1202892661489,7.64093403669865,14.2865510417385,17.4300540720726,4.22380800510286,5.57639114003957,8.37201944428712,-7.7827727030147,15.6548492733318,14.0479094724539,20.2381158152854,29.5276678059122,7.51917636543872,6.48594777755631,-21.8194934065993,1.90506346495896,24.9559908958195,12.0813259145582
"509",2021-09-27,-4.10498216063877,-1.05035232102721,-23.958685040209,4.89773319437206,4.52726852428117,11.1040590236805,-18.0615422068042,4.88505711488362,8.23069073108174,-14.2078847729649,1.91628617090328,13.9850233829095,6.89644455866268,-6.96264216972877,2.45371823719883,-3.81465405593423,5.22201940975547,22.235826636847,19.6830864416685,8.45781437611106,-18.5041430493426,-5.67898956492528,3.85762027593904,-16.2409096381916,7.49570531628637,14.5424255768425,16.7534818490135,1.45092489236167,5.14024431856955,8.6783346711534,-1.89573267861805,15.631660198745,14.427562025182,19.8612068522043,28.2297391084204,6.67207944877397,6.83828317055344,-13.862269490242,2.72823798915352,25.3037045556147,11.3609265960662,-16.1181760094753
"510",2021-09-28,-0.989446625152543,-24.6569666848241,4.51077460687245,4.66296408256328,10.7561492547573,-16.6727770677378,7.05090972479162,8.48155287420139,-14.7842142070018,1.28673430683114,13.8330959913637,7.27268244870638,-4.28917869641294,2.3918006695571,-3.87170022868053,3.08742823751949,21.0654976402656,19.6777468733815,8.73501122796357,-15.067093842739,-4.93210656345933,3.73087508690805,-20.4394866353621,6.00959272716216,14.2297077189985,17.2057954663222,7.35945224047202,6.01156759707909,8.83134418041757,-7.59634347183961,14.3572572305434,14.0670102179957,20.4566695817686,32.6887248162003,7.46753375674246,7.07876553052953,-21.0609911490658,1.20542226774344,25.2674584904645,12.2372703579282,-8.21855470880672,2.87567016578332
"511",2021-09-29,-24.4081195330683,4.51077460687245,4.93435519912751,10.9381312986661,-15.5498752358347,6.39017674987752,9.20974123976573,-14.1860271679241,1.45909611029378,14.0609870786823,6.89331285373622,-4.9619568387285,1.08471177944862,-2.72644923514131,3.71857661793143,21.3007455343675,19.6830864416685,8.27937198767338,-11.7215025717991,-5.15556604346409,5.16005479835275,-19.1906906567937,6.75524610184608,14.5103935102901,17.1567983264475,8.66008212406315,4.70104244864533,9.89361889119128,-6.48362435913265,15.0443117501195,14.427562025182,21.5442718246823,32.9842120655263,6.66127478333197,8.03886784931234,-18.3026063244488,1.69934556052232,25.3037045556147,13.382087776199,-7.09525924540652,2.19275181937296,8.89417665527932
"512",2021-09-30,7.76683628115133,4.78952172650272,12.0706348024334,-11.2409469904449,11.2740935651965,9.07982350503211,4.29494786810207,7.03044283517351,14.0253483363416,10.5945607544779,5.01251093613297,9.95209373799462,0.689605026531379,20.2703389779456,24.1402424355056,18.9709783452042,10.168794307868,2.34604418928828,5.04507829263157,8.3663138234193,1.01444825717899,12.5490354064367,13.6452810067751,20.4719865494696,25.1497468505821,17.6283049261812,13.5326262091648,12.199520163328,18.0207835266297,13.411698454019,23.0829389371881,47.1606695019281,20.9960773003802,12.7472593183177,1.63400277721222,7.10125799067209,24.7708419512032,15.9728487012024,16.2197858712422,16.0705627241633,13.8011361018411,13.5209246318849
"513",2021-10-01,4.52726852428117,11.6517923631239,-9.92451666565234,11.5952446407643,9.46278317784782,1.58954607103502,1.87732403955568,13.6234575892547,9.14151043005161,5.67895341207348,7.13183140332583,0.32851550069197,17.9655058163001,24.6830810668384,19.2565725307011,11.0501030947259,-0.389801201630037,2.49269197801167,8.30242355177251,0.156396740111974,9.73881101871418,13.5586233241194,19.3130998436921,21.3741827459735,16.3523467890534,13.2177990613776,11.2437532511431,19.6741182128521,13.5128725495405,23.4175214774423,45.8356431062554,19.4290664309285,12.0968108431333,0.792146025543941,5.84318654352239,24.5116102416466,15.5458453683658,14.813782785544,16.5068476670247,13.5509271143935,13.164314093356,13.8347838376625
"514",2021-10-02,11.2871332500831,-12.872107601485,9.11652621345444,8.99731386701491,0.998082139526995,1.2674793960949,12.8624538199575,8.52770024882311,1.34159011373578,2.97599473135392,-2.80771963322306,17.2086157145525,23.1008730784065,19.1018081565001,10.3976477210237,-6.75798496262514,-2.18037310143227,6.06656745093038,-2.4036481849377,9.01496678271182,13.859446210003,18.7816315214221,14.752232498804,12.5073754805614,12.5392801551481,10.5649584292231,19.2664723510247,13.7593369813526,23.0311058524958,40.8387640277784,16.4501031354428,11.4348631320178,-0.229634730251239,4.92750439012411,24.5175113570386,13.8061285665693,11.6536459550859,16.407969732167,12.4169743883415,11.7439568209768,14.398327085007,25.9873494677146
"515",2021-10-03,-12.8802466881708,8.92377080185452,9.12656365261955,-0.169449860133935,1.31086543543157,12.7845830074562,6.11731342748368,-0.228805774278224,2.9880248065419,-2.43311649386115,15.7737697215043,22.2282210916089,18.7057584563802,8.53126225390624,-7.74113955713571,-3.95156005668202,6.54537937162909,-3.13056107398713,9.45410642707653,13.8957147328937,16.9775089666048,14.1731781215117,8.9494258854842,11.6309784444961,8.156827046272,17.751091809276,13.4611556783368,20.4774036730284,38.9835544167951,13.6299705118318,11.0431948043319,-0.985978967307125,5.4311314592444,24.3947704755951,12.2710120575952,4.96202876868172,12.9085249681186,12.0135660828183,11.12822892122,13.3951173792734,25.831321992219,11.5474996473205
"516",2021-10-04,11.5543075418931,10.1365353185433,0.996439772823597,1.50202587212485,12.510471755949,5.79952108023897,7.09148075240594,4.0714560122935,-1.863663106947,16.6986382448087,23.3539245249876,18.5780077268747,9.1845801848522,-0.600985006338427,0.0342237015693139,7.41872469038794,-1.86802420083078,9.53476793505527,13.5025439960102,17.505280601043,18.3751594642003,12.5076242919539,12.9958967007599,10.6728828859828,18.1594083241596,13.4309727461085,21.1354699315809,42.4093586906388,18.5357762605269,11.9245515248156,-0.284555588853629,5.55774366198547,24.3947704755951,13.8127438053948,12.9762962270326,16.4095628911351,12.8563416994135,11.9131313908986,13.9270173167901,25.8769613986202,13.1045457971233,23.0432313540682
"517",2021-10-05,8.62670962394138,0.905823514452835,1.12204590072353,12.510471755949,6.29830087078131,-0.115500145815116,0.425882223807688,-2.78934008273942,15.9261802781944,22.1083239669506,18.7057584563802,8.67013102627238,-1.13921714338449,-6.68407028633567,6.69086550131031,-3.25644527722593,8.95076696210037,13.7189560862253,17.6082002365453,17.4131219103811,10.0779277281103,12.6400170303519,9.17947726679311,17.7722596583306,13.6091129646355,20.8704665877874,40.5740167642227,15.0369037493095,11.3922662945984,-0.676819657355157,5.55257405860714,24.3947704755951,14.6480471109665,8.62618635747347,15.5804384869292,12.6238719614542,11.5650369854105,13.5519950013389,25.8669986667855,12.2696751676918,21.116870017757,14.2819445819792
"518",2021-10-06,-11.8255612302563,1.19233247473809,12.6100483920839,7.14400762606007,-5.3066491688539,-2.78883339736202,-10.1050598343731,4.12719353731045,19.1796958036484,18.7668514281953,9.33163000356799,-15.9631557601986,-9.34191922417866,0.0692693141566363,-20.5591588405274,4.69922011584245,13.7061061209764,16.7500736310414,2.90538789666721,3.26532962533269,5.9855111807255,-7.93795047939811,12.492517411497,13.3118525208521,19.5988965481764,29.7761799726562,5.42846663615445,5.30965218257924,-22.1673350429736,-1.0320224619267,24.2443094234204,10.5968390193292,-13.170204310627,0.971710309014511,7.00277772292542,-6.69343744491697,6.31922996816329,25.6932533525889,8.38302732348148,-2.02065578077919,-1.5716851363395,-0.920166884922999
"519",2021-10-07,1.13799048509307,12.657520352386,6.66475815946593,-2.31636045494313,-1.01259535700567,-7.50405186385738,12.0117063958217,21.149302899272,19.3782997285422,8.83112012331329,-16.9745904306731,-6.54497538495748,0.631437537968704,-8.73239118656313,6.79282141716962,14.5424255768425,16.7249126488335,4.75589519215436,4.61338974953933,5.69426351865558,2.90788309850887,16.346212651922,14.427562025182,19.8073632045544,29.6838193677551,6.52731365086928,4.09308351604544,-8.73355462575122,2.78042271200624,25.1752480555303,10.6022853573992,-11.6030436205526,2.19683132711964,5.42340527767355,4.41268734986179,11.3127088974184,26.7582334635021,8.88304471589491,-0.999203264918648,0.78353573454084,-2.59996320306497,0.994197164803479
"520",2021-10-08,12.5011849266629,7.34753856359929,-1.02345800524935,-4.02266981321919,-9.72298572411802,12.5943153272008,20.3803536355779,19.6830864416685,9.45494625061381,-15.799328029453,-11.7866428204746,-3.32555960555061,-13.2713732616941,4.92423113759711,14.7246170742189,18.7118752357173,3.29809838941158,-0.806411940671994,1.73377575791902,-5.21299499180593,12.9460595715975,14.6005312649418,21.1557453229762,28.7274836545676,-0.700694048238539,-2.00084711979271,-22.4838205655539,-1.25756660306977,25.4629535163692,13.3655724314615,-15.5736593576137,-6.84897946684225,-1.90327501431646,-9.77314905799143,6.7732043500253,26.9143814375799,10.110346167002,-7.23863487072126,-13.6610987579858,-16.125553306854,-15.9092983323747,23.4469588614404
"521",2021-10-09,6.66852935375715,-1.09243766404199,-1.28291531749081,-6.31609533536111,12.5755742504473,20.3715324759964,17.99664965983,9.19126868334316,-17.0729635673938,-7.32820924087257,-0.636434322199507,-10.1717988080188,4.91489305097372,13.315789752922,17.0473649702858,8.06692014830171,3.84394407288609,6.02741652295679,-1.99274408958209,13.2672178299659,13.2160477430094,19.9997599327812,30.1056748392616,5.32077526086893,4.07843332668925,-16.902561943957,-1.09843974908038,24.1625749175003,11.3267857826781,-8.28707123599358,2.10880291420493,4.98509113169171,-3.75516894157501,6.95930281571404,25.6393245531549,8.90333296616016,-0.487359247000583,-1.37138446026844,-4.14939555622896,-8.76495545995004,23.4559103978406,22.2150398928453
"522",2021-10-10,-1.06576261300671,-4.49115489453561,-11.6498301547479,10.4143398454208,20.4033389298266,16.4230593557214,3.15809879430394,-17.4674700199624,-13.864029391378,-6.40253648081029,-17.6751474926254,4.49787166116846,10.8588042422924,11.5228377314303,2.81764272045926,-3.56263435815193,-1.84088599494429,-9.63311925547052,12.4103479334156,11.2695080486639,14.9150333521958,28.0658870910247,-5.16157886047352,-8.51609527606139,-26.0243772433309,-1.79255997143794,22.8391576221542,6.49278865022962,-21.4692131469447,-14.8595067113189,-10.0819691554274,-13.9818223444151,6.69878975869559,25.1515159782636,5.10047017490971,-10.6341672211321,-19.0668895480557,-23.5280468403338,-22.0501936047125,23.5464831983727,22.5013127966278,10.5044763654892
"523",2021-10-11,-5.6286702156852,-11.0986656601763,10.8655775034789,20.0334198477363,15.8744991194075,3.8027882089308,-15.41339424053,-14.4501299948664,-6.70688435161455,-16.2314317319848,4.26571550190792,10.6984980077779,12.3223506447301,4.71582981183225,-5.81557530881049,-3.51175328644779,-9.13837877006094,12.419104646896,11.1118489790859,15.8971140490766,29.2745457931578,-6.65270628655979,-8.13577170952098,-24.5855037452712,-1.71410047016465,22.8944031920281,7.02846846887841,-19.0810697087288,-14.485971086899,-9.85663790209514,-12.0448545605209,6.49224909994348,24.9887383086061,6.81917107757596,-10.1183077431631,-19.0229152975703,-21.8184035180756,-19.0608066662563,23.4989780151,22.8523693600878,12.0199932675169,-27.8080821863921
"524",2021-10-12,-6.82822317444107,11.8036253230441,20.174026967545,16.8133190523775,2.4713177637335,-13.1171063091243,-7.92997862201498,-2.83406630929805,-15.5341340075853,4.5792476828978,11.8388395770441,12.6260453025889,8.86620953595918,2.82418702654747,6.02741652295679,-5.3046342156202,12.7352498026265,11.8593830243142,15.5022146200936,32.3602823815614,5.0745354725317,4.8852302172613,-19.9479444283038,-1.92167889331716,23.1617689341171,6.31900353912433,-6.53867642246016,0.893248141253761,7.03711748714809,-4.67039998811389,6.27584873099469,24.5404532686794,4.69510229637832,4.21273674262491,-1.72861734018707,-0.87749867422808,-4.64578084639891,23.0015305324101,20.9669983856407,9.62219732797678,-10.173110681674,2.20823384509006
"525",2021-10-13,14.7570166085338,19.9774920412265,16.78058521336,2.57081310396182,-4.95937698834797,-8.53497323217628,3.45261505802783,-5.74449160195052,4.75896562732788,10.4900707225585,11.8568591187994,9.80808483495456,3.63624343137924,10.9469324859822,5.66898151427872,13.0917905116145,11.4095654252776,15.072217363719,38.4664053531443,5.36016944724837,8.23767855956415,-6.1673785084037,-0.630363126942305,21.9432485056691,6.45302611625756,-0.169567300949083,0.906596771829728,9.65396944504782,6.04637004050059,7.30691555833259,23.7539158249954,4.43719116388098,10.0957282850842,-1.73548157683893,0.284267145748331,1.51498429017855,23.8841752484059,20.4056161059217,9.14449178030032,-5.30457252159889,1.99990816469851,-4.98494224139115
"526",2021-10-14,20.2469797393366,16.7371531233607,3.47454543527642,-8.59329389422353,-9.92337518245412,3.99473614922267,-8.9900893985913,3.98356618373645,10.4900707225585,12.0254190024712,10.0246870515069,2.85159182419982,9.46921093353801,1.7524799770067,12.6834427227541,11.0992934176274,15.631580842636,35.2367984049593,4.81462440377544,7.85856089296391,-10.944194963043,-1.24924273388014,22.3984544410705,6.6706435836734,-3.42004067511338,0.468596539964953,8.97153492229616,1.89509285691613,6.54032402035171,23.909556037752,4.75037538625652,6.48932954177845,-2.51906232276765,0.249553566597038,-2.7741400986383,23.2595878320228,20.4056161059217,9.55377984780173,-8.79773389979692,1.65009669717038,-5.34085133854376,6.06477160945342
"527",2021-10-15,16.3957889131115,3.91852984919085,-9.77987925415399,-10.1669233444284,2.40738721838021,-17.4816574860033,0.944739202481047,10.4900707225585,12.3069655855457,9.06193190878648,3.11438997133692,8.75394103566153,-5.83591569393815,9.96078011660794,11.0913244435,14.8845362415762,33.7630638574008,5.010940507464,6.49715965716563,-17.3419059362339,-2.01051125761911,21.7616440948037,5.94586539041286,-6.54772897283651,0.850396904386412,7.94950731620623,-3.68678999864256,5.28268097830939,23.7846740354202,4.04401150218275,3.62388382924443,-2.05233924182818,-1.11688077432295,-5.31432023981091,22.88217263884,20.2104565202708,8.75112437986657,-11.8463418352043,2.01687608716791,-6.62140754272946,3.72883646901857,16.6939033712011
"528",2021-10-16,3.55121882576816,-9.35814305905666,-12.8346766530482,2.95093106460472,-21.7095900307025,-6.75358903804152,6.99731363924952,12.1228069613119,6.26780019135704,2.57342068745876,7.9322965390497,-10.6386510058556,4.23428795409815,10.3697603995112,15.0296825968414,33.4785398452198,4.37526254083098,5.30992126768986,-24.2330067325664,-6.15316888609589,19.0427254666634,5.81491722134943,-8.45892748609099,0.532359355415904,7.73071226871507,-6.34384376779119,4.90811241036627,21.0629975682022,3.65168213625216,3.12040447019237,-2.36896434798003,-1.02342016688493,-8.87240554474275,22.9185614951297,16.9250164813055,8.23362268294972,-12.407617755093,1.68361118013765,-6.73097262475448,1.91316735576074,16.408845998401,18.3824750431453
"529",2021-10-17,-9.638843151826,-12.6466670924915,0.441431174996805,-21.5488136626332,-1.63277793824775,3.93429646174987,10.7939812366382,5.51055121458567,2.73667650538001,6.9578752682964,-9.7451559233044,7.58470382849075,4.62344206555809,13.5925116175386,31.6496798327361,4.45446888904215,1.07927712444356,-23.7776682245592,-3.42189375495759,16.1729052315649,4.94602010623061,-11.7851933236711,-0.0266863241338418,5.20668035781283,-8.04379494016083,5.06577107322444,18.0239369296779,2.77073127368509,-1.6962934866907,-2.58954265429153,-7.78244894425264,-14.5937113312349,21.6311865130592,14.3684163962591,7.66509759341321,-18.2374475701564,0.709679800915478,-10.5292707718088,-3.84741012512344,16.1442644771871,14.5621486417377,8.5782505832664
"530",2021-10-18,-12.6302610069812,-0.904872198886762,-21.6154882306905,-2.27808267076117,3.82214841656808,11.3923799083948,7.76393318450008,2.85159182419982,8.16409095614098,-9.06830588373407,6.02752040453236,5.19527705466716,13.9250990277278,36.7588441872049,4.43304764711169,1.04931566008902,-23.9321344500136,-3.02312751311383,15.9807769716913,5.42873914571842,-6.87736687082145,0.358296712551108,7.00520329377381,-8.01693298998663,4.84463982861732,19.0236886571274,2.99613308674756,7.17376770934427,-2.271471557304,-6.44299902235595,-14.0640115971805,22.3803568634355,14.020192334219,7.88685565445807,-12.0115685763505,1.5687630325097,-8.61456220515945,-3.67628940787061,15.8249723239938,15.0268655841657,8.5782505832664,9.10926109716065
"531",2021-10-19,4.36728883915531,-17.5487252423093,0.311330363793943,5.22532712941398,10.7596586653675,10.9166998883751,3.12741702495507,9.11233684942395,-6.14868324909879,8.99828757603053,4.76887318705838,13.9250990277278,36.7434250889111,6.0368821539111,6.48594777755631,-17.1146274898257,-2.94800402152063,16.9222425444218,4.99407301904028,-4.39863948758708,1.13312975896999,6.97909302738887,-5.09339044072509,4.20853789163618,19.3518540412041,3.01342114569624,6.70652461049684,-1.51778399935183,-1.91134103182936,-9.91915508681968,22.7074959413997,14.8214739281444,7.81293630077645,-9.05161604390092,2.36843242542433,-7.41455823706899,0.164666321311209,15.6195142201956,16.5936221178815,8.5782505832664,9.18178751307642,-0.581759638947787
"532",2021-10-20,-15.7348067545602,-0.401217207112704,5.82254102492003,10.7967804626843,8.91603379312178,3.26532962533269,9.07559562288707,-4.70702773161801,9.42277968664866,5.65315837007916,13.6400226349092,37.9991837589863,6.91865013434428,3.4748853896751,-18.5569782222944,-2.05388342221283,16.5819966746616,4.94701552049928,-6.56648277151806,0.904535143920225,7.82853320432061,-2.03705091918183,3.9934243803743,20.2453623960757,2.60481151455068,10.4965873887008,-0.281388691338901,-4.8760989476798,-9.43830932465102,22.9372500048899,14.3137736148806,7.73901694709483,-12.0487837259733,2.05889343863781,-6.73097834796186,2.2188829238543,14.9942890780815,16.9176515962902,8.18801667568203,13.304099238421,0.813370883476377,9.59493188814609
"533",2021-10-21,0.810288998008503,4.7224205896553,10.6165455627459,10.1214419550311,4.61205683136557,9.18935915488831,4.27609567317131,11.2834596801993,3.76073952079901,13.6871675497711,38.6292340380748,8.34220660387282,5.4811441100259,-7.8034458935463,-2.4750660874557,16.0181174676725,4.74174403405568,-3.67227313104867,2.18396939384859,9.44766592286881,4.63967842649415,5.12716087952633,17.6805220332036,2.7081437077147,12.073070424883,0.0497094514912299,-1.86003095271595,0.805472366491272,22.6049826653757,13.7613811381566,7.39096964312322,-8.4802967049718,3.0944607106972,-5.37710594954115,8.97361523133965,16.5141971322386,14.3784001459552,8.304700007103,14.3080364358408,1.22980434829468,12.1484496782492,5.92073664305459
"534",2021-10-22,6.44050922364352,10.9696673942518,9.59482140009568,3.729371758343,9.09654178392936,3.30694130434343,10.5776095006171,5.2192291345694,13.8160707855342,36.5007898089666,6.75271736290928,5.28324696033485,-7.40702401350632,-2.53171228572399,17.1790187407367,4.82645094427842,-5.10901242071471,1.41360958782755,8.4293359135878,4.07308037514206,4.56580330665397,19.6811925812888,2.54122001982734,10.3134283764828,-0.415455110142871,-3.9140845680148,0.520408618080471,22.3912490709228,14.0235757979917,7.66509759341321,-11.1402046546392,2.50810491552952,-5.44972963568352,8.137510646843,15.1218238488099,16.876389008365,8.149515629354,13.3842961223643,0.419718730698144,10.0319137218736,5.62696949239073,10.6377311000121
"535",2021-10-23,10.8052796394768,10.712919590177,3.92940012284174,9.2424422930822,2.89483298485801,10.1813056676786,1.67112575041172,13.7610628118731,36.4016938819753,6.99385262603527,5.19511660354794,-7.65948572008111,-4.88418472931475,14.0770609152781,4.82415295933819,-4.80949709352159,1.51040219790315,8.10617878793862,1.9007522696744,3.48003510964325,15.5257080314806,2.75039760989589,6.85709553333927,-1.09305654330546,-2.46929981204703,0.201926566754879,20.7113919532136,11.4981958559386,7.66286814818086,-9.23719187478794,2.92189677712111,-6.96219592599206,6.05722423463993,14.5730976040486,12.0560490575776,8.27446030783354,8.76238778007266,-0.114248465699086,12.0077362072796,5.06463931964976,8.64545743928651,1.47155153259339
"536",2021-10-24,9.52164726518896,3.26532962533269,8.35073150439333,2.77374203111517,9.15634857094144,0.68990065345587,12.7367277123309,34.2285794932904,5.83715258402874,3.56966314530596,-14.4075433110135,-6.05313436822332,13.2307103474416,3.37777621039532,-6.57610220206649,0.84548618326505,5.668776287988,-3.63318090738351,2.64506035089809,14.9248361673994,1.35917072972768,3.49592238331151,-1.68822712146173,-5.22754575265966,-10.6374345836809,19.9393288150843,11.0441711671174,6.27290837752675,-12.2611092261773,2.05467981892239,-10.4547488885531,-0.991466033903038,13.7261525079733,11.6256199235122,7.05843318526289,5.84090407324032,-1.05797453695961,9.24405829784772,-5.20757131485343,7.82754955345783,1.06168816282769,0.335379794029095
"537",2021-10-25,2.23427298732909,6.13485226365016,3.04396051467748,9.17248130974489,0.736928226106348,12.8175446267812,32.0412002865331,5.2063022338698,4.2037273270879,-16.8206639230067,-5.40498188215566,13.312081588891,3.44378734462531,-12.5690463945642,0.763130437065109,4.33825029784826,-2.14160823221693,3.32152474039692,15.000118225024,1.53354706676947,-2.00979955897041,-2.2425423632179,-5.08146192058357,-9.64340367909091,20.6888659064533,11.0859016106492,6.55100407811889,-18.3753694060492,1.80107933489632,-11.2925749396774,-1.11138489477329,14.3298452779462,11.6557877751194,7.35448937553614,0.647538125372688,-1.44860156934625,9.24405829784772,-4.59021459112147,8.66651806967578,1.1081015310063,0.679066190194817,-2.89646828424206
"538",2021-10-26,6.26791165309641,3.4190639946403,9.97182909675197,1.67112575041172,13.0934924636041,32.2618169437667,5.00358413950348,6.1557803468208,-17.075279837302,-4.65379812375708,13.312081588891,3.39146173456908,-11.2337883959044,0.58592340150012,4.49352303469521,3.3132079753147,4.19186081109228,15.5250145962434,1.10696914006111,1.09639540944979,-2.34441813778886,-3.0280197837639,-5.99468002691294,21.2797182451199,11.2126530763677,6.47277207233557,-12.8847846504103,1.89609285809465,-10.4169623657145,4.99534998929657,14.9341278104325,11.7192650438291,6.74705817000963,2.03957074265812,-1.46565968064539,10.1739339846135,-1.37836757588277,9.26852250927499,1.50015959003876,0.435788851684067,0.0698614704223564,29.6124560718469
