"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42"
"618",2022-01-14,26.8889948802777,14.22144729738,-49.8458982531241,3.88045622319521,2.15240216830769,-33.0010572421084,-2.91548950754924,21.3735217550925,12.7521742095497,-71.7135691055935,-31.7375569901309,-9.71052539139256,-9.69915145281563,17.7005471956224,37.4791038835504,7.81339306691065,-78.5361661568039,-5.30061928801828,-6.86168289882193,-21.4653749658559,2.17370081828705,28.4363535541819,9.43568707168333,-81.0978722046767,-18.9973165001814,-1.97499377329992,-13.400129532012,15.4578689269286,35.7504121243526,15.013003624895,-48.0902344051983,-31.4824392791986,-11.2541626805406,-5.57749883481188,11.3506711817764,38.6117239252379,16.0542204956786,-77.7702344278491,-9.80043799616752,-10.373505347221,-17.9730983197734,19.6141131830329
"619",2022-01-15,12.4383415247775,-47.1470497518483,4.62760949804989,-0.642651979420273,-35.3472643540455,-4.00085241205975,16.2127115155695,10.725422468846,-66.8207526791393,-31.2744455067677,-11.4123228003311,-9.73313448187194,16.6218467852257,30.4039347245124,5.15245611657991,-84.2893260068978,-4.66597506887978,-6.1039159188534,-23.1830436149872,0.747928015955979,24.0160553811854,8.68631293643162,-83.1138402807941,-18.1525094543232,0.0418461027552678,-12.6845134185728,15.3960574615878,35.4926524705268,14.2943230302781,-51.7906506463334,-32.1584736364034,-10.4162498525679,-2.9115286478288,11.6445332718915,38.7137250439042,15.1445760682989,-81.0364441135104,-8.26041062140706,-8.12216600189272,-15.3071011859759,20.0816169848371,35.8428444170102
"620",2022-01-16,-47.1348583058388,2.11832588651953,-1.41668065832763,-38.3288022957257,-9.80526928543111,12.4571072568892,4.02037039031084,-71.63460499946,-37.3217777145652,-18.6103744181162,-14.8872615068141,15.703584131327,25.8548406967268,-1.82622277524951,-87.2765534576489,-10.4650277619112,-15.9007782928593,-29.6236626397615,-2.53107027555827,21.9115920377553,3.28295984321937,-90.5688926188495,-23.8026911396757,-8.11296338700348,-22.953560414674,12.0830419892124,35.6264599834221,11.8219937227428,-57.7464387580308,-34.2123257415713,-16.0689115655174,-14.6092275000198,6.65037592561644,39.048723074907,14.1927963230644,-88.3106546167735,-13.3976457705995,-13.5545684339784,-27.2710216394528,16.3307791114851,36.0532194033333,13.9706051770877
"621",2022-01-17,6.05196207355161,1.78911868526358,-38.8223846057357,-9.33137231551573,12.0668172260728,5.4543078003544,-46.7477108809658,-32.1992637485261,-12.5064710673584,-9.72897917202366,7.87912676698587,21.6385327230341,-2.11721885834117,-68.9159895559323,-6.97470768093542,-11.5202228554417,-25.9574936933752,-7.40224945759809,17.8623206614188,4.16550825898021,-86.7667948431658,-21.4111950169032,-6.37128674422592,-18.2355445277014,11.9826283968399,33.9700504045889,12.6933137607295,-52.3759871994662,-31.8025438535547,-14.5066595608053,-7.74939634038766,8.1305401094595,38.2813495070281,15.5837511669226,-81.2158420081857,-11.4433944702984,-12.7646939717486,-19.6301018968844,19.1952540195774,35.6840169752672,15.2459911772471,-26.2226056653725
"622",2022-01-18,-2.0553500113932,-38.3255384127033,-8.09149013850129,15.0226395363067,7.3548044377923,-50.2411645405561,-35.7193464868267,-12.5191826805916,-10.5191823090769,10.0385088919289,21.1936057567774,-1.94295725129414,-68.9159895559323,-8.43572550567839,-12.1871943180368,-25.3248686454587,-7.16989656277415,16.027992123646,5.61834321327281,-88.0390467987367,-23.3134120079455,-5.8126245340018,-18.3546539307819,11.9162458649807,27.0272802063667,12.0403524897907,-54.8815597988914,-34.9850369123804,-16.7598146069134,-8.64595264991429,8.59259517670749,37.8725395334905,15.5066740446292,-86.7778824113413,-13.0808376676704,-14.0469873983244,-20.3222333811034,19.2957434557293,36.0588527656377,15.2956517403577,-28.9551174153676,-3.70885135311072
"623",2022-01-19,-34.7926410317454,-5.65794380661529,13.5631181372167,5.68247268254808,-48.1264625760539,-35.6663005602219,-12.5280376328151,-8.85144253021341,10.6567715458276,21.4937959224932,-3.99571887263646,-70.4313292804115,-8.63318437381,-13.3588334113044,-26.6242628881243,-5.79343461671142,18.1970362019892,3.51970510308003,-87.1816875290892,-23.5908999751705,-7.16090596477697,-19.3077757809451,10.6347903898559,33.6931812903286,10.3680838512299,-54.7717183882557,-33.6120867781886,-16.9412270279007,-10.9828855587768,7.94017858156973,38.5840692850553,14.2241470171952,-86.571569763009,-13.2728898622137,-14.7775166338634,-25.181687899886,16.1262543493132,35.8390398115021,14.4860967420631,-28.0659578607256,-3.62075544258768,-24.2028425147506
"624",2022-01-20,1.3014953250526,12.2551833598481,6.44769633689511,-44.7923292011185,-26.963673812327,-9.80041230413907,0.336881803377051,17.6712539899681,24.8405071928129,-3.62088404534214,-61.3838836278846,-1.36590912909078,-5.03652234933865,-9.73121574586503,0.64238947521411,18.9242197886542,2.5990529865008,-83.8932814083546,-16.0003477726633,1.0395743615289,-6.38554216867471,16.9088957243861,32.3264561641107,8.02262396363521,-51.6677618596173,-25.9884579656891,-7.69431545655887,1.21189439840743,11.8121664576238,37.9151028821587,10.5372502409131,-85.6531081035045,-5.78176840952641,-5.43354728023269,-11.3031347679391,21.9573878037137,35.6190556802253,12.0533325552329,-28.3519204581018,3.50575955870423,-13.1179178540038,6.50287688632744
"625",2022-01-21,14.5986442236734,6.8091134345751,-44.2990315496406,-25.8699308085158,-8.12877478929239,-0.856322962201079,12.8841586867305,23.0897822255075,-2.49101261590057,-67.6722735332515,-1.06263859955649,-5.37957016685804,-9.67198664992551,-7.33127608767853,17.4277410762828,3.11784110135966,-83.484433549033,-12.7656044081976,1.27591110682606,-5.77489738233817,15.2528918649486,31.981159439738,9.22744806171773,-52.256724755972,-23.7791896002038,-5.4051979084305,4.0611249792636,16.1099040890734,36.8526720392867,11.6698625289848,-87.382135157364,-1.38129391367825,-1.63483226795326,-8.14616504361367,24.9676292982534,34.8449031877141,13.7692197427509,-26.6048787502009,5.79173151302837,-6.87013585896208,11.6240994919239,22.7592490672537
"626",2022-01-22,1.10883789710955,-44.6842435806662,-26.7320917320522,-6.92215399274187,-1.5321162252507,11.949515503876,14.7239438221413,-7.32512203823431,-59.7921355293155,-1.36893311941402,-6.76388593543996,-9.71730941827557,-8.41224646322436,-2.49898347518994,-2.90768038497275,-80.7651490798203,-15.6965400997001,-0.931594677979179,-8.97418795866985,8.5361062575291,17.2209657490341,1.40014999565562,-51.8058985803858,-25.7493552019995,-10.6641213704411,-0.428705298248683,10.8018376302056,27.4829153771295,2.57992478995394,-89.534940310202,-6.04850807555434,-9.45521920122621,-16.600858732326,21.1580861545427,30.9625729352252,3.27066602756667,-31.3230142014937,2.88871262696368,-19.3122154824826,1.59267649958292,14.2032138948797,29.0419158034603
"627",2022-01-23,-40.5616292047186,-27.0962227823563,-8.88405098696127,-0.459398302905629,12.6964432284542,11.3838188560995,-6.62471518196656,-55.4224269792093,-4.49594561297405,-7.05205630927572,-11.9456826878272,-8.39335214010166,-5.15781642856382,-3.79298990907209,-79.1655112786321,-17.8772955383234,-1.08791497943181,-9.59448330881376,6.19924992131772,17.2209657490341,1.37745629318664,-56.3087793108218,-33.9942566446145,-13.3517386790379,-2.31625575681933,6.88402257987574,27.3628746965626,2.60581353329118,-93.9461575148798,-10.8890884204763,-14.1411788270949,-20.5754070797459,19.2957434557293,32.7369186256557,2.47148412845004,-39.1822792875852,-1.15289820673521,-24.6871341917633,-2.75375369682263,10.5093413286061,28.9000477219774,7.92910296210748
"628",2022-01-24,-25.0814959969728,-8.14123209707956,-0.389200308562618,12.321634746922,11.6434606053714,-6.56664835212645,-43.2468433974396,0.855642261944752,-5.22987283630333,-8.47318087254459,-10.6197317554793,-5.25680386325114,-4.13487030297128,-57.3064898861626,-11.560615899816,0.546568686527824,-5.90621653577643,3.67679639813397,6.32515140473244,1.4716799360994,-47.0650931151356,-23.3532691065634,-9.49507795333721,3.77711531017702,2.30851077639011,20.9841570441985,2.57430662209774,-82.1928761576608,-3.18999178757185,-8.57732569278734,-12.7600081998969,17.353885222424,25.1287957455857,2.58195267713779,-32.8647686230726,4.84676061961408,-16.8122509547964,4.58633502692045,17.2518222950358,26.2104483058698,8.91986116555944,-82.643029379315
"629",2022-01-25,1.01670951439002,3.43285163281048,13.3713634290926,11.0529747351263,-6.66328966434255,-38.8385724167495,2.48891203548148,0.474912814187892,-5.78834531152086,-10.6885133372208,-5.22876376877145,-3.13706437987657,-60.7282380107531,-7.17510313807132,5.5986737798346,-1.14661565450124,3.45209191538799,3.32578589215157,1.40014999565562,-44.3157960052244,-21.4815515293742,-2.74423850066326,6.48269201905378,3.73388977139418,19.9549511823344,2.67670972987622,-82.6197080966911,0.164577059950719,-1.43776235347395,-7.07504410265669,19.2957434557293,22.2336913774203,3.14962607739531,-34.2245172422543,7.38293103551879,-8.24706072465996,8.780427693941,21.0117363906506,24.9452600847767,7.68517498225279,-85.8358261581683,-2.73056147035751
"630",2022-01-26,1.75369846575812,14.1526607387141,13.3081182123159,-7.02521626281448,-37.6816386079773,3.62591839706114,1.19189384595756,-5.9964868829091,-9.86525318217876,-1.61517797179314,-3.65696931335436,-59.4361460999417,-7.05356972324619,6.66640554698546,-1.0411886063299,4.15618215428759,6.70433677656305,0.781303590292354,-45.8740860394432,-23.1262689032816,-1.59751556955371,5.62862886980701,2.83672264039812,21.6565884881156,2.26036679013461,-85.0649579762409,-1.42324664659185,-0.666588287205561,-8.6616865457746,19.3392981057418,25.46939352713,2.43797103879814,-35.109234777166,6.73066176338038,-7.57692565397153,7.45956244786531,19.8116055181888,26.1387305954018,6.89780782148949,-87.6927342212718,-4.07452650453885,0.87491188447083
"631",2022-01-27,12.6964432284542,11.3012326023641,-6.61679062129798,-36.4942896182849,2.07206336939722,0.669980436354355,-6.98250671979765,-11.3725482470656,-6.75303701064039,-4.38116989032657,-59.6834195886737,-9.16973852588958,6.66879579637485,-4.13522370006904,3.08349315270258,2.83878066932917,0.270858199228995,-47.447318845592,-23.859833308888,-2.5513828035244,5.16668114923097,1.64688196189849,15.918324549208,1.66689252266089,-82.8263472179639,-1.07164887307236,-1.06851888945012,-9.28217989370225,17.5183003351493,19.007893416682,2.19922922726691,-32.2875823627428,6.98648191212142,-8.68212471277279,7.8391123834079,18.8240157366936,20.2791454958875,7.21789343194074,-83.7402154255621,-4.37745152975458,0.551147661662499,0.128267090446389
"632",2022-01-28,10.8464664556522,-7.70947255367259,-36.6162811844404,0.990377830790937,-0.347382299153648,-7.08676974564619,-13.8187662596536,-6.75303701064039,-5.1021386924397,-52.4196586104424,-8.33905327845369,5.10199736469983,-4.51077360349193,-0.529496944956496,2.79517858377865,-0.06982457825154,-41.089672906893,-22.4932389488013,-4.04275092936802,6.2154393351713,-0.861402680400204,7.53492055202866,0.812629867196681,-85.0226381609151,0.0258928734373624,-1.02169079012302,-10.8869429806249,11.1150359510416,5.76394723821595,1.55259373749987,-31.2740744499987,7.52473175138256,-9.31388662260217,8.94678471221657,9.43143008296057,9.94914521516998,7.14641100080171,-86.7691625245965,-3.28343046060742,-0.0498474358108678,0.123352119444724,19.6981844047787
"633",2022-01-29,-7.28057046892267,-36.5468083240779,1.21274611921241,-2.58665419129843,-6.97711251844932,-12.4104095637845,-6.70899521662257,-4.98034155782503,-60.0358027145279,-10.0356287920749,4.59830754274329,-5.47824977374789,-1.38851894860817,0.398318057807855,0.538306626789766,-46.8494757314736,-24.003764573893,-6.03993115468789,4.64619259967295,-0.438422134638744,7.72602331200773,1.40182792784654,-81.8350354537447,-0.714130851355047,-4.12539951753087,-12.1386384409664,10.1403640873455,10.8142578344079,2.02085913624049,-33.1593967537026,7.99241172382161,-14.2148794532534,5.71003639948433,8.7744812565463,12.7790023299554,7.31301851008147,-83.445188184579,-2.56696178415332,-2.01938469043955,-1.51056513974901,17.5287874950266,21.7375480364996
"634",2022-01-30,-38.8864207634302,0.269166638666749,-0.810296431761153,-7.15018604256141,-11.7530044425299,-3.8710178497188,-3.08633890423965,-61.5600499127631,-10.9238735985637,5.3801199543643,-3.18704508314498,1.65483977494539,4.50289854773262,4.387197626898,-47.5818953415985,-24.4703736011507,-3.10414018350013,5.18449470333124,-0.473956719200511,8.80379476184331,2.74993788960159,-83.0825534482842,-1.55335340815768,-1.16502360092661,-7.97661900946748,9.95777413592003,16.6860681763286,3.30985434034645,-32.2354594692132,7.26484556050292,-9.10550648552139,9.09962463031773,11.5739413409788,15.1189961541701,8.51131407098179,-84.4344510287879,-4.03628824386417,0.818380010062037,1.82058717520234,24.3126870232944,23.5558593924205,-3.37790471781561
"635",2022-01-31,4.95569014179154,1.19189384595756,-7.83339033588659,-13.3881338747721,-2.66557932776872,-3.39470256716127,-39.1823042813568,-8.2913937009378,6.43326584393881,-2.93146062355509,-1.55256442258048,5.2370674156646,4.51098310414789,-30.8792025910299,-21.990154983107,-3.02224804406799,6.0708029528632,-1.26687013867141,10.9456211898918,3.07064399072486,-74.755960463113,0.28331782096906,-1.72024955149529,-6.82577475861083,8.65430157534955,10.3301645777894,3.82963301231023,-26.7512356173576,8.45165916551997,-9.42731919958695,9.93591700159248,2.66736635969768,11.7490572570156,9.27351903455145,-79.527349037182,-2.04516418244986,0.119299896257798,3.37747250346778,17.0135523796668,21.2885366121609,-1.28110500030115,-110.032367287634
"636",2022-02-01,-0.189299536426663,-8.02505663911416,-12.7740902619814,-6.26919404430679,-4.30223688321384,-45.1125736483187,-8.50526195160151,6.08504266293867,-4.25739983787052,-2.23010035674473,3.23961224698352,3.91844595964446,-31.6038863413503,-23.0274156015813,-3.28191048653307,4.12597066095789,-1.27793615998243,7.22376972158479,1.42853916342939,-76.5600195153763,-1.68607719682451,-3.61636846184662,-10.9098218215055,9.81836234515952,15.4737082233155,2.49107356335646,-30.0244022093092,7.72744298026868,-11.8167342611314,6.77023299461591,10.6332675237906,14.2790472447576,8.54062788061156,-80.9443123784392,-3.37589375770481,-1.07520183991758,-0.39747780071431,22.3265179630834,25.2084264694845,-2.08789528194822,-114.623640011762,5.12099776747029
"637",2022-02-02,-6.88162941607197,-12.4103001203003,-3.86535557809423,-3.12573490925468,-45.6956990118058,-8.75456003972726,6.71905129193984,-4.11458042922848,-3.53111658571044,5.57070319717659,4.47254290653167,-32.690675466186,-23.4621728513238,-2.7131867603825,7.12858147232381,-1.63994541628197,10.4454679726751,1.42853916342939,-78.8577421536994,-0.279113057760731,-2.21608491688872,-9.79961407824506,11.0827390707357,17.1710663492922,3.58430284274855,-30.5740933402128,6.69261188793213,-10.8010436743011,8.12015621445363,11.4421409326823,16.8412963534795,8.49824293731435,-85.7001615123011,-5.51378833725578,-0.794074280574372,0.180604705265568,24.9962159301001,26.5946622244122,-2.89700024445864,-115.581821995053,3.91678466397996,4.17181119276585
"638",2022-02-03,-12.4543708225422,-3.76700489911657,-2.31127692638531,-41.4511510118745,-7.23968380541286,5.48662163356472,-2.14486997473697,-4.14487722719983,3.42242307442186,4.59300721473006,-31.3866431217136,-23.5867473103754,-2.50158352954538,7.80811655567754,-1.60486921163521,7.98760517056377,4.55246634745687,-70.2321770107894,-0.118833835203937,-2.39316444010939,-7.45916789853192,8.60861348570079,4.9371375603593,3.9850123117403,-26.9947854550991,6.21276216457657,-10.6493561775035,10.5134159904957,1.82706276118497,1.31086657496562,9.41324701652521,-75.7474493567943,-3.23620605924765,-1.23806765094708,3.27410793276321,13.87267325201,15.176379475566,0.00452307536056392,-108.06258108038,4.95681195578235,3.39051538355725,-2.81501139979188
"639",2022-02-04,6.4501697253784,-1.96391184740666,-43.7570090132536,-5.17084630517411,6.91654983234777,-2.34338028511339,10.2944345650148,17.7675401879308,6.22418138803907,-32.9127521147735,-24.8706651433394,-1.06440487683417,8.02898553586805,11.9682752421301,28.8962448480095,6.25018821332852,-79.9587792426477,0.553079660552972,-1.15069031984625,-6.33787336801362,25.4157254432977,33.4432273376948,6.43716196539115,-29.0602992548234,6.65138395655945,-7.26472987832997,11.3882706453325,22.5686840437991,28.5182157594812,11.4983126900541,-80.6447411822245,0.487485524300489,1.04207548279323,5.11293511146062,28.4628789567797,31.4458646461153,0.881279309941665,-109.860866068185,13.6631229795743,5.66985828758491,1.41498447619719,24.3909421632959
"640",2022-02-05,-2.74422114834516,-47.2284183739825,-5.96227183884995,5.81807289658054,-1.17159631763079,7.79776402754113,14.8931728259086,5.96690034892283,-35.2237652123318,-23.3175596915262,-2.41810422027005,8.95407578857562,10.9745075863904,24.6454080652361,5.36759474658957,-82.1999450065457,1.22617027101012,0.140212147074711,-5.65581308748688,26.1606760567539,29.5623938099593,6.48281965481801,-28.2709674327071,7.83497276953553,-7.70227495772883,11.0305919971689,21.4714779095391,27.5167111136064,11.1391664282712,-79.4726964592409,0.214838058948777,1.61157222787275,4.96313771748748,28.2105975190455,31.4046100899219,1.5674286611815,-108.109672564994,12.0789859286919,6.12507763683884,1.76745564195324,24.7345025523509,34.2685054803461
"641",2022-02-06,-45.9139139802361,-7.37660039090603,6.13244592813987,-1.19795665395652,9.00262636066103,16.0022570066301,6.60207821724676,-35.2071711742503,-24.4885145758228,-1.92932871452348,8.61585031084849,11.5542567673913,26.7898414850476,7.11672237781191,-79.9242420555547,0.871092252942788,-0.258891714420065,-5.20994369153342,25.5234186217045,30.7553608551769,6.94068268118316,-29.1341233390004,6.26936293999551,-7.29878329963463,11.6811063926594,22.7774720176118,28.3396681918985,13.2264836142868,-79.6743593534958,-1.65445104411821,1.21223736853453,5.55941244252215,28.4317874004881,31.8123506422451,3.10808103115094,-107.720927819003,13.1505094264269,6.65418050929766,1.72322758343644,24.695084604962,34.3744478207676,-2.80214074356745
"642",2022-02-07,-0.224838608018052,8.67699696297724,-1.91399631991834,7.13148392478129,13.8188185734149,6.14901016586411,-14.7426262659142,-22.8031536990863,-1.6439857911896,9.03430590335653,10.2957375265225,22.043671340695,6.88095412864758,-53.3583419716857,3.66745140980017,0.171841525438502,-5.88248569719811,20.8314065937311,25.4310670512045,6.90783248781007,-23.2326752772209,6.7327047993318,-8.61315076915801,11.2072969591264,18.4238507861947,25.9047946551386,13.0549369046736,-71.2858426506216,3.42059845343493,1.29918044390626,4.35535547527771,24.0007097974802,30.8915255257411,3.09778699976026,-102.695371283275,7.47709071030615,5.54654250330348,1.41498447619719,22.5597808556835,34.0161661290898,-2.56888706774852,-90.8077656649369
"643",2022-02-08,8.6992825234606,-1.15399297438955,8.60855598225734,14.7752025525387,6.8490165681177,-16.1518547753803,-21.0043924317398,-1.61148703253114,8.78571597848154,11.3504115683733,23.6398104638984,7.41315837022315,-52.1464480555191,4.61957295373666,0.590077595666491,-5.68557532808991,23.3260397749922,26.8468654454769,7.14359693186672,-24.5719886320384,7.26885151334884,-7.59990185993165,11.015275460681,19.4208493590769,26.7254301995902,13.3792447632468,-70.5985907483024,3.57974709552093,1.8760059326888,4.47030947934074,25.8109663710694,31.400596397684,3.28683206399856,-104.62600539671,7.09997883241231,6.10756332178681,1.27256720748902,23.6145332351228,34.4905995748351,-2.54537037616282,-91.7756660986756,15.6255917208057
"644",2022-02-09,-1.77127162977292,7.65386845561001,15.3361923116228,6.28909376100387,-17.1740665090674,-20.6557512036086,-3.20440854625435,7.78591873438186,10.6449608227149,25.8155146472703,7.57269739813896,-53.8193075691433,3.23603613468383,-2.53131186897276,-5.65973436847627,25.1669041256342,27.9953075098423,7.42559980781674,-24.8766638190374,8.53808759817088,-8.864925370193,10.778449735851,21.0217331481707,27.6839205008,13.262136976722,-72.1893163025057,1.591034405469,1.75780952235756,4.08199946481427,27.1507394482083,31.4138638803594,3.28067040715944,-103.118470326743,9.28214133783265,5.82845280722304,0.696452139749115,24.2751756797309,34.4246808290366,-2.51968395568374,-89.7131080086748,15.6363345140544,16.4888627370719
"645",2022-02-10,7.29365471884454,15.4881673601642,6.42992047486429,-13.1813761591075,-21.3725126922493,-1.89377028555952,7.93847609191951,10.3636724046637,24.3720606681059,7.22626253500768,-51.4955299568326,3.07235149192444,-2.99461794367128,-5.23567180852864,23.6537306895415,28.9232252457209,7.03013024117716,-22.6753618039872,7.52780632019181,-7.95506840244523,11.2128864285534,21.487488987301,27.0431387960962,13.3316424916032,-69.5056529305383,3.91443460719488,1.763689940782,4.52721392138232,28.2075641964804,31.4408611273363,3.40438183258952,-101.217827305277,11.6857414718255,7.01563991513094,1.38154366216444,24.7681942257976,34.4607241863422,-2.41472788200678,-87.3480301035293,15.980950670889,17.2120173284213,-11.1052498189717
"646",2022-02-11,11.6594701892417,5.62169312169313,-20.4407761696864,-21.6567641819107,-2.58401989349946,8.10473263869688,5.13202964136031,20.3028413007928,7.1847191480712,-59.1458453986377,2.99189707090062,-4.08328688624527,-5.21263310727195,14.8218614814487,22.975261720387,6.39752983316544,-26.1779796493187,8.556850479813,-9.11236446620079,11.4032949116554,16.0365162966613,24.8375207029167,12.877883260402,-73.9187395974325,2.03976801524151,0.86219275721205,4.00551705494937,24.9746085623618,30.5828120428171,3.01806041553245,-103.429142234446,7.82684913264267,5.99441848444553,0.379779383221752,24.2751756797309,33.5318380512086,-2.77483406422231,-93.0000338858338,15.0176700075087,15.3404663361683,-11.6357772145788,31.7285641584878
"647",2022-02-12,5.49076703571086,-20.0311061923498,-21.8582791033984,-3.47189762900124,7.90254287497333,3.18928575485031,15.3056527463981,6.33706748577108,-63.5372065596322,2.66882014782371,-4.53733257276225,-5.70454793366357,11.7162008533759,15.5947390641032,5.75653085036184,-25.7293398857001,8.23001313284875,-10.3033828763317,11.0023887161599,12.7704844200974,16.4169777952447,12.0773248853053,-76.0837247921382,-0.618822145018509,0.0874077010250024,3.92050853566631,25.0378027824668,27.5955010389553,0.899055704684503,-110.777424627679,10.4893977102013,5.32398009162189,-0.484838383644136,24.3047832708284,32.6112726406601,-6.08883689602611,-99.2571136046782,13.3362902370148,14.4460552447658,-13.2288196958725,31.401272264631,33.8724701434307
"648",2022-02-13,-19.3668903165955,-22.9548688574788,-2.99208453645175,7.96020981285893,5.19617037778618,16.8619406134666,5.32630074231337,-54.9920673158814,2.28480700793869,-4.75888518279831,-7.17461830984327,14.4513836598702,15.4955191157557,3.32190356615536,-22.5484872321889,6.81449300326953,-9.16102065671078,10.456713998635,12.8415136621464,17.1384554922382,10.3520588536534,-74.2671436208328,-0.584818259927545,-0.407556555468686,1.99264529200389,24.7404234214968,28.5595576454311,-3.12104009476022,-108.752529707851,5.37084380580896,5.19527662335678,-1.23341047156889,21.4330742735977,32.2965881881386,-9.54351239591871,-100.529562969561,10.9963660180863,13.675315716863,-13.8924933622978,31.4689349327517,34.0313540752814,-4.94653622321058
"649",2022-02-14,-19.7236138880097,-2.30231544782215,7.37556185766536,2.12511418933282,13.1033071599571,5.13144818863493,-54.4304527469961,1.73028743498494,-4.90962412693989,-6.86015414301673,9.47702430693971,3.52246429021183,2.63638949292401,-17.4134503962716,7.80527196747701,-11.6737887190159,10.298968681277,8.16477770880398,5.27973500266682,9.7250929742215,-72.1440189265119,-2.47674548918525,-3.78396213881708,2.05168638116147,15.5218970500432,13.9269899592431,-1.51613958470373,-101.654169477453,5.53227577599075,2.98155161130309,-2.74751010168999,14.7989545605051,24.5103573609558,-8.76328580991048,-98.2312986503756,5.15747935098429,12.8340799866588,-17.3415399468984,27.4000605840301,31.814154723346,1.30841688159595,-100.774277425335
"650",2022-02-15,1.03457991691385,7.3891359702133,1.3918523578576,13.7321053622085,5.26855783419158,-49.1368947678351,1.80856830002738,-2.61191571014694,-5.84915951056393,11.6396234122238,9.62548849999277,3.8727968141696,-13.7102072002729,10.9579585263702,-10.926347652324,10.9225563054523,9.69965463322646,10.1457766050024,8.86526419512401,-70.2298934246295,0.149986925174636,-1.20907936604733,2.78907538473301,18.2259006313861,20.2356956468299,-2.45977651520073,-100.910175911992,6.73548016514829,5.20156399151309,-3.87770277633543,20.7454533491882,29.9822603131166,-9.2104522336426,-97.0721671442955,5.02663423764596,14.5232789072331,-16.1392710596186,28.8623482370047,32.5527626595041,-0.0717818900976978,-100.888336483249,-13.4125048770972
"651",2022-02-16,7.4704111336688,1.99249230489648,13.7321053622085,5.43369997289728,-48.1942193606159,2.75055023268546,-2.22153156369928,-5.83889459371015,11.6660022737004,8.60488995460278,3.58069940656619,-12.1296615832255,10.6118191632766,-9.27293580693602,11.4430689315235,11.1212474161488,8.57028885832186,9.72687829118149,-67.0724758015901,-0.283396839627939,-0.473264786529924,3.80449474098103,23.6376716418212,19.128248344216,-2.01267012215454,-100.606130974002,7.95377245459758,5.06275557630504,-2.06371490050023,21.6591644721745,30.9187973877332,-9.38315472950854,-96.3533275888777,6.07328632213553,14.7032668925577,-15.8679942070963,29.7484732824427,32.9384362877373,0.243262149352746,-100.364411166352,-12.4439438646118,-2.35320390525993
"652",2022-02-17,1.16082347208046,13.8304649034042,5.33184833017135,-46.7960229512505,-1.70187790856831,-2.11356022735848,-5.89793009023648,12.2483796193766,9.62548849999277,3.5299113532036,-13.8410853696702,11.0376352593287,-11.1317559977771,8.89512398574354,8.64355013151244,9.95356932319008,9.25283690573314,-71.1059042982745,-4.81537412678846,-0.22979368443061,0.431159004772997,18.2594390678802,19.7837047720879,-1.75022644900794,-101.011558818951,4.97787678819877,4.30059455576444,-4.71993585346727,19.2604521215564,31.0742601060604,-9.413228569105,-99.3168071315158,5.13080600535406,14.042957201983,-18.0788076273232,28.1034896401309,32.6249890857383,-2.02725569080725,-100.998459149402,-13.2250109734686,-3.41662205996056,4.26495204670796
"653",2022-02-18,11.0262696090941,5.32539449513657,-48.51450756525,-0.588520850442566,-2.38534826607214,-4.81691285164581,8.87366936853138,2.9323186227655,2.30477704588489,-12.412465003764,11.9369382902994,-11.0007685668003,9.27464548418897,4.64413249796813,6.99494147039833,8.80004096869778,-69.2458683561005,-3.60957637565842,-0.577433495008545,0.790030390904032,15.6097205854919,17.6018460808851,-1.8171543833088,-101.10167695847,5.61191796840481,5.05900399751563,-3.45195740943736,18.5624672029733,29.5381263365098,-9.23873899235331,-98.442552619859,4.36863390029709,14.0283415578903,-17.3070238957277,28.5711862353084,32.5170158537447,-1.62469978205778,-101.230513656992,-14.3622951619196,-3.75124670024752,3.49652682311461,33.8331969783741
"654",2022-02-19,4.739023398681,-51.3151587266825,0.0528223378045411,-2.83138545857789,-5.05642130920005,11.7152780853671,7.14984124395374,2.20046436734199,-19.7919679937747,11.9369382902994,-13.7120594043016,8.46145825434139,9.08691659360422,1.87594531622828,7.70507040611987,-72.2200358663467,-2.62176398072397,-1.13286623935627,0.529495969723776,17.5816835850233,15.0550495837834,-2.39412401729397,-107.996166519641,5.37343323886698,3.0594402922341,-3.86748890470117,19.9621600543047,25.1783027400681,-11.2949559277077,-101.099692122996,4.26345042603899,13.2699436030381,-17.9455205567624,28.2586332242821,32.8258686712874,-5.53167348414502,-104.032630721511,-13.8110551599688,-3.55807106877667,3.04165790622826,33.3793531320734,32.0764017057945
"655",2022-02-20,-53.2598221716088,-0.163569668765405,-3.0053806048572,-6.11221069973707,8.74159050754701,2.56593674669156,0.494622608049259,-18.4926624205977,12.2256973863161,-11.2080687689925,7.26703856070372,4.32940395966526,-3.14796620161132,7.02083046375859,-68.2345681820767,-3.63684859352236,-2.12239546467284,0.839756927378572,12.4025545125981,4.86842377193525,-3.45626434127845,-100.108505007524,6.04209267293201,1.98791991629811,-5.12596396084542,12.0130647841909,15.9703927004266,-9.84781139936568,-96.6037923088839,5.30356977680563,11.4813188222333,-18.6448728779467,23.6605416212286,24.5755079809239,-0.928247490745045,-100.517111868161,-14.7377442612824,-4.59105944358281,0.309294016485797,31.9032970629142,30.1956918399442,-16.5881636825476
